word,score,count
좋다,0.16599759404762696,56
자다,0.10540830993779834,31
마을,0.08481574311466537,26
친절하다,0.08093303018488728,26
매우,0.07321599159958814,15
전주,0.07199264192960383,19
깨끗하다,0.07179681428891457,14
숙소,0.07166870197146126,15
방문,0.06819307659974598,18
위치,0.059311279563924145,11
되어다,0.058472153442853225,14
다음,0.05421346658852198,13
편하다,0.05417292485053627,7
숙박,0.05314490640322212,6
여행,0.052979548842337985,10
모두,0.05279335166495108,9
가깝다,0.05155482434500527,11
다시,0.04937381005545662,10
시설,0.047543978029805534,7
감사하다,0.04474474589595632,7
좁다,0.04449262271729631,6
편리하다,0.044068797361122486,10
따뜻하다,0.04403972840261419,7
깔끔하다,0.04019808089719966,8
화장실,0.040055306693117014,6
머물다,0.039136604128796146,5
주차장,0.03865785587058591,8
지내다,0.038328100389307285,7
덕분,0.03831404826526903,6
직원,0.03696428111764631,7
방음,0.036952166110419564,7
주차,0.0354688114965667,7
방도,0.0352951502019121,4
기전,0.03459951183219894,7
추천,0.03439433639920478,6
가족,0.03322997744870679,6
편안하다,0.03274816110688484,7
조식,0.03173245624136675,5
주변,0.0308728606188685,5
안내,0.028740611345032432,5
의사,0.028489436859432213,4
아이,0.028162646820841485,5
호텔,0.027627785883821636,4
가장,0.027415393837171047,4
근처,0.02730450631641565,5
청소,0.027013111626721646,4
기분,0.02670473201127774,4
온돌방,0.025661113667729905,5
하루,0.0256430040066035,3
바닥,0.025160265329623836,3
해주다,0.025004720813489593,4
불편하다,0.024519031346721353,4
구경,0.02445279541250671,5
접근성,0.02431532647211435,3
많다,0.02298427504348738,4
신경,0.02292161465413768,4
높다,0.022540497978586573,3
만족스럽다,0.02222266744404005,3
불쾌하다,0.022177568486329353,3
청결,0.021744032041559055,3
난방,0.021691667629004062,4
출장,0.02136874025412317,3
가능하다,0.021339123312735776,4
조용하다,0.020866863264421706,4
객실,0.020525517546597566,3
넓다,0.020359835102735105,3
주인,0.020017199395869094,3
써주다,0.019955425037954857,3
침구,0.019782049155636916,3
맛집,0.019548507136638554,4
친구,0.018741574732095756,3
갈다,0.01852327331942151,3
이동,0.018024024357395873,3
충분하다,0.01795556953178985,3
가격,0.01794713751518981,3
나오다,0.01754479930265487,3
걸다,0.01670368009963957,3
도보,0.01604089125733367,3
편의점,0.015533066922378713,3
생각,0.015104319438836309,3
