word,score,count
좋다,0.12424483806757201,353
매우,0.08569961610553507,203
깨끗하다,0.07515751155098355,117
마을,0.06913407467959465,161
친절하다,0.06448722528929558,117
자다,0.06411297547219544,116
깔끔하다,0.0575664183788992,92
전주,0.050430616244399915,114
시설,0.04864108145268078,61
위치,0.0469691515841432,57
가깝다,0.04503459917646553,65
방문,0.044110786184664734,92
조식,0.04287122829826996,101
직원,0.04101188663602256,62
숙소,0.039812165242525975,80
다음,0.03924219563876313,70
호텔,0.03791183906944634,77
여행,0.03441181885660376,66
주차,0.028902209931207776,55
되어다,0.028888562384946876,63
객실,0.02584693538813414,41
아침,0.025570154881177174,46
화장실,0.02527082810967115,53
다시,0.02498241722535845,32
상태,0.02449330664097701,35
예약,0.024089678861932414,43
먹다,0.023716576935582344,38
만족하다,0.022523589674140657,32
편안하다,0.021819039976158357,25
주차장,0.02131419154527288,32
아쉽다,0.02131267205899704,30
불편하다,0.021049540581306397,29
간단하다,0.0200361649170394,32
만족스럽다,0.019969135157328306,31
가격,0.019872536277380934,27
편리하다,0.019090337783234167,28
제공,0.018402102494312726,28
의사,0.017594852019746508,28
소리,0.017096781073194817,28
최고,0.016942915947713924,19
청결,0.016942883655231923,21
조용하다,0.016714258775757898,19
따뜻하다,0.01663670431088439,22
다만,0.016631859101429433,26
도보,0.016569615457914688,16
침대,0.01656410991270754,30
근처,0.016320013356101143,19
편하다,0.016149650692162426,17
방음,0.01598644710653257,22
출장,0.015941600892279098,13
접근성,0.015919998362641127,18
정도,0.015514113734759711,26
거리,0.015190406700710255,17
괜찮다,0.014960918402736738,14
모두,0.01493748902999555,23
소음,0.013803875072527809,18
기분,0.013740554461469559,19
가운,0.013721393708912602,23
추천,0.013547344991598168,19
예정,0.01352727265420237,17
묵다,0.013484368563910103,18
수압,0.01340209964257265,20
침구,0.01339948326802097,25
좁다,0.013121658673333104,16
커튼,0.013019499138017572,26
컨디션,0.012709311702495863,15
다소,0.012677820777996122,16
모든,0.012526228177172407,12
신축,0.012517289122340056,14
서비스,0.012479287184213981,14
가성,0.012377044968239317,11
생각,0.012348424422899781,18
건너편,0.012335326606425693,14
아이,0.012179152577483313,18
