word,score,count
좋다,0.10033178261300293,197
친절하다,0.09587399442755912,174
매우,0.09037202987610228,143
자다,0.07900190657426051,125
조식,0.06050159983604515,91
깨끗하다,0.06046377801549666,69
숙소,0.05303876033232306,66
깔끔하다,0.046054859024677916,43
전주,0.04600817081901545,71
마을,0.04582021973410689,74
해주다,0.04171092059021306,67
다음,0.03691280380520165,42
먹다,0.03640967496774066,46
되어다,0.03590973490095216,61
게스트하우스,0.03590146191638201,43
편안하다,0.035278157675474264,30
맛있다,0.035092474353131224,30
방문,0.03141435981274206,35
다시,0.030355314151167587,31
여행,0.030223523127874557,39
최고,0.02887371019762422,25
위치,0.02831823857599846,27
객실,0.026241147334142918,24
지내다,0.025737586181606962,16
방도,0.02522968628684115,19
시설,0.024221335733951563,18
편하다,0.0240390169887617,19
가깝다,0.024019608608280247,29
가격,0.02391921861045821,24
나오다,0.023211317933822175,31
가성,0.022882532448044255,21
예약,0.022879979222477757,22
모두,0.022530780301612794,24
아침,0.02225640111008796,28
추천,0.02198180599498168,25
가족,0.02191418203393566,20
아이,0.021896733803975797,23
따뜻하다,0.021728582041274674,22
친구,0.021381468428349613,21
감사하다,0.020491910853518647,25
침대,0.019566948928837636,26
거리,0.019398519781854178,19
주차,0.018721949556439237,21
만족스럽다,0.018447206780755863,16
숙박,0.018358155251148492,17
주인,0.01810910256467714,13
제공,0.017542370240213358,18
정도,0.017471302213040222,19
묵다,0.016998264502986894,18
갈다,0.016807269870294135,14
화장실,0.01665458872680662,22
맛집,0.016534375253897834,16
괜찮다,0.01638221833741976,15
많다,0.01569748103930799,19
만족하다,0.015293249834930432,11
간단하다,0.015185270488379057,17
좁다,0.015119482318367615,19
생각,0.015099431545011036,14
청결,0.015007557345928978,12
조용하다,0.014967004927592124,13
도보,0.014905372766463403,14
저렴하다,0.014867836741121795,12
다만,0.014842942076622366,13
장님,0.014557466206337159,12
건물,0.014468186861373848,16
침구,0.014402390530996737,13
걸다,0.014260937080468368,12
토스트,0.013843273635493852,15
쉬다,0.013832002389973471,6
아쉽다,0.013759509240178457,10
즐겁다,0.01365312782776825,10
불편하다,0.01354794625339906,16
방음,0.013531624004124687,14
상태,0.013191758361952034,8
만들다,0.012917973039799857,10
내부,0.012865059719005447,11
챙기다,0.012863689897704964,14
설명,0.012801010992407246,10
부부,0.012795535372344067,8
선택,0.012781621213597431,12
하루,0.012734191353831189,9
