word,score,count
좋다,0.13691111790993862,117
자다,0.10396841139053166,66
매우,0.09520143674014003,60
깔끔하다,0.06891949274205397,33
시설,0.06073581717485763,27
게스트하우스,0.056507188810183955,38
친절하다,0.055775933689399586,27
깨끗하다,0.05527429338547739,20
침대,0.0539076535272652,31
숙소,0.046989296515651195,23
조용하다,0.042968843291913805,23
되어다,0.042213335719214116,24
화장실,0.041837727729663536,27
다음,0.0395420421879867,17
가깝다,0.03797553402439351,20
여행,0.03726147505977751,25
마을,0.03685587442705483,21
전주,0.03679022580538392,27
편하다,0.03531063762256969,16
샤워실,0.03513341553473397,22
혼자,0.03400519477788779,16
다른,0.033021437698182415,13
위치,0.03258782024392363,20
청결하다,0.02980445061423679,9
따뜻하다,0.029577873835151397,11
조식,0.029536347007178537,13
블라인드,0.029186744332152306,12
나오다,0.02854675110262319,14
불편하다,0.027775250501047895,18
사용,0.027141764242297414,14
샤워,0.02712745738476007,19
가격,0.02710143320878178,11
방문,0.02707360363409162,11
추천,0.027040279301680993,11
모두,0.02575782244950475,10
처음,0.02525017449357682,12
공간,0.025173749811836198,11
직원,0.025129815842357076,7
블루,0.02296219614199913,11
보트,0.02296219614199913,11
사람,0.022916632019169058,11
개인,0.022175869779054194,9
인테리어,0.02194454710622391,9
생각,0.021875993083695276,10
만족스럽다,0.02123466166262519,8
청결,0.021178327201727083,4
아늑하다,0.021045783823155816,4
편리하다,0.02080932234852137,10
만족하다,0.02059706535979218,8
가성,0.020225712953064773,6
정도,0.019979744371313325,11
해주다,0.01982790657271915,7
좁다,0.019030315538149795,6
체크,0.018983196183205202,13
거리,0.018885595732921284,11
최고,0.01874643770758306,6
객실,0.018336639771417848,8
모든,0.018294471122151795,6
접근성,0.017765721729948006,9
다만,0.01598182628135658,7
느낌,0.015795254037645808,6
공용,0.015427993030682907,8
추다,0.015386289212558744,6
분위기,0.015075229976526789,5
에어컨,0.014902140735304374,5
아쉽다,0.014740034334828763,7
춥다,0.014523197296212553,5
적합하다,0.014476083266892866,3
사진,0.014414340344044757,5
많다,0.014323726017491567,6
사물함,0.01425749856226467,5
가능하다,0.014190049576529496,9
기도,0.014041655568329113,5
마사지,0.013908947287445923,4
씻다,0.013732736632485873,6
난방,0.01372794953406856,5
내부,0.013652326985801539,3
전체,0.013629892337833368,6
들어가다,0.01361929002992061,8
쉬다,0.013544048106742566,8
다니다,0.013384708405787466,4
다시,0.013296679830108134,7
시내,0.013284226291510007,5
카드,0.013270058796549238,11
수건,0.013255243169150428,3
친구,0.013136800648759592,4
걸다,0.01306082684083372,9
이동,0.013056470140145871,6
수압,0.01296600148328651,6
분리,0.012919096992058864,4
의사,0.012859931600896777,4
보내다,0.012768932206892115,4
감사하다,0.012633208015746968,6
완벽하다,0.01258052513619541,3
겨울,0.011967143343500266,5
안내,0.011955599994764983,5
곱다,0.011882214296281422,3
때문,0.011865933246328043,7
건물,0.011846651194906212,7
묵고,0.011838530906351195,3
편입,0.011736244681955197,8
개별,0.011651906271074194,4
전기장판,0.011593816176196873,4
복도,0.011379894793162908,6
리뷰,0.011371534367281066,5
저렴하다,0.011345083750587109,5
히터,0.011018251321167905,5
객사,0.010943494569467256,4
