epoch,accuracy,loss,val_accuracy,val_loss
0,0.8508605360984802,0.3394622504711151,0.9602789282798767,0.12045147269964218
1,0.966790497303009,0.09898898005485535,0.96452397108078,0.10066646337509155
2,0.983925998210907,0.055467672646045685,0.9651303887367249,0.10810365527868271
3,0.9893092513084412,0.037349872291088104,0.9633110761642456,0.13677193224430084
4,0.9926453828811646,0.028807921335101128,0.9633110761642456,0.14188827574253082
