id,name,nickname,review_content,rating,write_date
y_19_001,전주 Q-큐,신뢰가고독특한법,"자주 가는곳입니다! 남자,여자사장님 둘다 너무 친절하세요!!방도 넓고 수압이 엄청쌔고 전기장판도 있고 뜨거운물도 엄청 잘나옵니다. (수압이랑 뜨거운물이 엄청 잘나와서 조절 잘하세요!!)주차할곳도 많아요!! 넷플릭스도 잘 나오고 모텔앞에 바로 편의점도 있어서 편리해요!! 넷플릭스 로그인 풀려있거나 하면 전화하면 친절하게 알려주시고 항상 살갑게 반겨주셔서 좋습니다!!! 또한 가격도 다른모텔에 비해 저렴하구요. 진짜 좋은거같습니다 오래오래 유지됬으면 좋겠어요!!!!",5,6일 전
y_19_002,전주 Q-큐,신뢰가고독특한법,자주 가는곳입니다! 일단 사장님이 너무 친절하세요!!방도 넓고 수압이 엄청쌔고 전기장판도 있고 뜨거운물도 엄청 잘나옵니다. (수압이랑 뜨거운물이엄청 잘나와서 조절 잘하세요!!)주차할곳도 많아요!!넷플릭스도 잘 나오고 모텔앞에 바로 편의점도 있어서편리해요! 넷플릭스 로그인 풀려있거나 하면 전화하면친절하게 알려주시고 항상 살갑게 반겨주셔서 좋습니다!!! 또한 가격도 다른모텔에 비해 저렴하구요.진짜 좋은거 같습니다 오래오래 유지됐으면 좋겠습니다.,5,1개월 전
y_19_003,전주 Q-큐,GC1511102640,"전주에 출장 올 일이 많아 주변에 있는 숙소들을 거의 대부분 이용했는데 이곳이 가장 가격대비 퀄리티가 좋은 것 같습니다 (아주아주 주관적인 생각입니다) 먼저 저는 숙소를 이용 할 때 가장 첫번째로 생각하는것이 객실 청소상태인데 각종 침구류, 수건 위생상태 나쁘지 않았습니다 (커피포트는 조금 별로였네요) 그리고 싸구려 모텔에서 나는 담배냄새같은 것도 나지않아서 좋았구요 두번째로는 주변에 편의점이나 식당등 이용할 곳이 많아서 큰 불편함이 없었습니다 마지막으로 직원분들도 친절하게 대응해주셔서 좋았습니다 앞으로도 전주올때 이곳에서 묵을것 같네요",4,2개월 전
y_19_004,전주 Q-큐,진솔된리뷰어,"가격은 싼 편이고 사장님이 친절하십니다. 창문이 커서 환기시키기 좋습니다. 바깥 소음은 딱히 없었는데 문이 틀에 잘 안맞는지 다른 객실에서 출입할 때마다 덜컹거려 처음에 조금 놀랐습니다... 침대는 보통 사이즈. 둘이서 자는 데 불편함은 없습니다. 냉장고에 물 2개 있고 컴퓨터, 스타일러 있습니다. 수건 4개, 어매니티 제공됩니다. 수압은 적당하고 따뜻한 물은 잘 나옵니다. 전체적인 위생상태는 무척 좋은 편이었습니다. 특히 화장실 조명이 상당히 밝은 편이라 속속 잘 보였는데 특별히 지적할만한 것이 전혀 없어 좋았네요. 에어컨도 청소 잘 되어있었습니다. 한가지 아쉬운 점이 있다면 어컨 위치가 머리쪽이라 바람이 얼굴에 너무 직접 오는 건데 이건 팬을 위로 올리거나 간접풍으로 해결하면 될 듯 합니다. 잘 쉬다 갑니다.",4,8일 전
y_19_005,전주 Q-큐,신뢰가고독특한법,"자주 가는곳입니다! 일단 남자,여자 사장님이 너무 친절하세요!!방도 넓고 수압이 엄청쌔고 전기장판도 있고 뜨거운물도 엄청 잘나옵니다. (수압이랑 뜨거운물이 엄청 잘나와서 조절 잘하세요!!)주차할곳도 많아요!! 넷플릭스도 잘 나오고 모텔앞에 바로 편의점도 있어서 편리해요!! 넷플릭스 로그인 풀려있거나 하면 전화하면 친절하게 알려주시고 항상 살갑게 반겨주셔서 좋습니다!!! 또한 가격도 다른모텔에 비해 저렴하구요. 진짜 좋은거같습니다 오래오래 유지됬으면 좋겠어요!!!!",5,6일 전
y_19_006,전주 Q-큐,신뢰가고독특한법,자주 가는곳입니다! 일단 사장님이 너무 친절하세요!!방도 넓고 수압이 엄청쌔고 전기장판도 있고 뜨거운물도 엄청 잘나옵니다. (수압이랑 뜨거운물이 엄청 잘나와서 조절 잘하세요!!)주차할곳도 많아요!! 넷플릭스도 잘 나오고 모텔앞에 바로 편의점도 있어서 편리해요!! 넷플릭스 로그인 풀려있거나 하면 전화하면 친절하게 알려주시고 항상 살갑게 반겨주셔서 좋습니다!!! 또한 가격도 다른모텔에 비해 저렴하구요. 진짜 좋은거같습니다 오래오래 유지됬으면 좋겠어요!!!!,5,6일 전
y_19_007,전주 Q-큐,신뢰가고독특한법,자주 가는곳입니다! 일단 사장님이 너무 친절하세요!!방도 넓고 수압이 엄청쌔고 전기장판도 있고 뜨거운물도 엄청 잘나옵니다. (수압이랑 뜨거운물이 엄청 잘나와서 조절 잘하세요!!)주차할곳도 많아요!! 넷플릭스도 잘 나오고 모텔앞에 바로 편의점도 있어서 편리해요!! 넷플릭스 로그인 풀려있거나 하면 전화하면 친절하게 알려주시고 항상 살갑게 반겨주셔서 좋습니다!!! 또한 가격도 다른모텔에 비해 저렴하구요. 진짜 좋은거같습니다 오래오래 유지됬으면 좋겠어요!!!!,5,6일 전
y_19_008,전주 Q-큐,스페인가공철도,"조용한 분위기의 모텔에서 하루 숙박했는데 전체적으로 매우 만족스러웠습니다. 체크인 과정은 빠르고 직원분도 친절하게 안내해주셔서 첫인상부터 좋았어요. 객실은 생각보다 넓고 깔끔했으며, 침구 상태도 뽀송하고 청결해서 푹 잘 수 있었습니다. 에어컨과 TV, 와이파이 등 기본 편의시설도 잘 갖춰져 있었고, 욕실은 따뜻한 물이 잘 나와서 피로 풀기에 좋았어요. 외부 소음도 거의 없어 조용히 쉬기에 안성맞춤이었습니다. 전반적으로 가격 대비 훌륭한 숙소였고, 다음에도 다시 이용하고 싶은 곳입니다.",4,3일 전
y_19_009,전주 Q-큐,이*****,"5월20일(화) 전주 출장이 있어 여기어때를 통해 Q모텔 숙박 예약을 했습니다. 쿠폰할인도 받았지만 2만 원대 숙박료, 가성비 진짜 좋습니다. 건물의 노후화는 좀 있지만 이용시설물 사용에 불편함이 없습니다. 객실내 청소상태도 좋고 침구류 등 깨끗합니다. 주차장도 넉넉하고 주변에 편의점, 식당, 술집 등 주변 인프라도 괜찮습니다. 20일 날씨가 무더워 객실내 에어컨을 좀 틀었는데 냉기 빵빵합니다~ 욕실 수압도 좋고 이 가성비에 1박 숙박하기 너무 좋습니다. 편히 잘 묵고 갑니다^^~♡",5,1개월 전
y_19_010,전주 Q-큐,스페인가공철도,"출장 중 하루 묵었던 모텔인데, 생각보다 매우 깔끔하고 조용해서 만족스러웠습니다. 침구류도 청결했고 에어컨도 잘 작동해서 무더운 날씨에도 쾌적하게 지낼 수 있었습니다. 프런트 직원도 친절해서 체크인과 체크아웃이 수월했고, 주변에 편의점과 음식점이 가까워서 편리했습니다. 가격 대비 시설도 훌륭했고 욕실 상태도 깨끗해 사용하기에 불편함이 없었습니다. 다음에 근처에 올 일이 있다면 재방문할 의향이 있습니다. 가성비 좋은 숙소를 찾는 분들께 추천드립니다. 좋네요.",5,17일 전
