id,name,nickname,review_content,rating,write_date
y_51_001,전주 투썸호텔,독실한유령해파리,처음 방문해봤는데요 !! 숙소가 깨끗하고 좋습니다 !! 사장님이 친절하십니다 !! 그리고 티비도 크고 깔끔하면서 아늑해서 푹 쉬다갈 수 있었습니다 ~~,5,2개월 전
y_51_002,전주 투썸호텔,프레도아,사장님 너무 친절하세요🥹 방 업그레이드 해주셨어요!! 객실 상태 청결 깔끔 그 잡채!! 어메니티도 기본으로 잘 구비되어 있고 티비 커서 좋아요 ㅋㅋㅋ OTT 다 있는게 대박입니다 !! 재방문 의사 100000% 번창하세요 사장님🫢,5,1개월 전
y_51_003,전주 투썸호텔,정어부,매번 애용하는 곳 입니다. 주차장이 일단 넓찍해서 좋구요 주차장부터가 하늘이 보여 답답한 것도 없어서 좋습니다. 객실은 항상 디럭스수준에서 대실을 자주 이용하는 편인데 침구류도 깨끗하고 사진으로 사기치는 곳이 아니라서 믿고 이용합니다. 얼마전에 한옥스타일 전주권 다른 모텔을 사진만보고갔더니 말도안되게 사기를 쳐놨던데 투썸은 그런게 없어서 참 좋은것 같아요. 어매니티 훌륭하고 화장실 깨끗하고 공청기 유툽 넷플릭스 모두 다되고 항상 만족스럽게 이용중입니다. 앞으로도 자주이용할것같아요,5,4일 전
y_51_004,전주 투썸호텔,정어부,매번 애용하는 곳 입니다. 주차장이 일단 넓찍해서 좋구요 주차장부터가 하늘이 보여 답답한 것도 없어서 좋습니다. 객실은 항상 디럭스수준에서 대실을 자주 이용하는 편인데 침구류도 깨끗하고 사진으로 사기치는 곳이 아니라서 믿고 이용합니다. 얼마전에 한옥스타일 전주권 다른 모텔을 사진만보고갔더니 말도안되게 사기를 쳐놨던데 투썸은 그런게 없어서 참 좋은것 같아요. 어매니티 훌륭하고 화장실 깨끗하고 공청기 유툽 넷플릭스 모두 다되고 항상 만족스럽게 이용중입니다. 앞으로도 자주이용할것같아요,5,15일 전
y_51_005,전주 투썸호텔,정어부,매번 애용하는 곳 입니다. 주차장이 일단 넓찍해서 좋구요 주차장부터가 하늘이 보여 답답한 것도 없어서 좋습니다. 객실은 항상 디럭스수준에서 대실을 자주 이용하는 편인데 침구류도 깨끗하고 사진으로 사기치는 곳이 아니라서 믿고 이용합니다. 얼마전에 한옥스타일 전주권 다른 모텔을 사진만보고갔더니 말도안되게 사기를 쳐놨던데 투썸은 그런게 없어서 참 좋은것 같아요. 어매니티 훌륭하고 화장실 깨끗하고 공청기 유툽 넷플릭스 모두 다되고 항상 만족스럽게 이용중입니다. 앞으로도 자주이용할것같아요,5,17일 전
y_51_006,전주 투썸호텔,정어부,매번 애용하는 곳 입니다. 주차장이 일단 넓찍해서 좋구요 주차장부터가 하늘이 보여 답답한 것도 없어서 좋습니다. 객실은 항상 디럭스수준에서 대실을 자주 이용하는 편인데 침구류도 깨끗하고 사진으로 사기치는 곳이 아니라서 믿고 이용합니다. 얼마전에 한옥스타일 전주권 다른 모텔을 사진만보고갔더니 말도안되게 사기를 쳐놨던데 투썸은 그런게 없어서 참 좋은것 같아요. 어매니티 훌륭하고 화장실 깨끗하고 공청기 유툽 넷플릭스 모두 다되고 항상 만족스럽게 이용중입니다. 앞으로도 자주이용할것같아요,5,24일 전
y_51_007,전주 투썸호텔,DEANss,친절하시고 위치도 찾기 쉬운곳에 잇어서 오기 편했고 주차장도 넓고 쾌적해서 편안하게 사용 가능했습니다 또한 깔끔한 인테리어 및 편의장비들이 많아서 좋았고 친절한 서비스와 쾌적환 환경들이 반겨주었고 화장실 상태도 좋앗고 침대도 깨끗하고 방안 냄새도 안낫으며 티비도 컷고 불편한점은 없었어여 다음에도 전주 방문하면 꼭 들려야겠다고 생각했고 이용하면서 계속 만족하는 하루였습니다 다른이들에게도 추천 해주어야겠다고 생각했고 더욱더 번창하셧으면 하는 바람이 들엇습니다 좋은 숙소 좋은 가격입니다,5,2개월 전
y_51_008,전주 투썸호텔,정어부,매번 애용하는 곳 입니다. 주차장이 일단 넓찍해서 좋구요 주차장부터가 하늘이 보여 답답한 것도 없어서 좋습니다. 객실은 항상 디럭스수준에서 대실을 자주 이용하는 편인데 침구류도 깨끗하고 사진으로 사기치는 곳이 아니라서 믿고 이용합니다. 얼마전에 한옥스타일 전주권 다른 모텔을 사진만보고갔더니 말도안되게 사기를 쳐놨던데 투썸은 그런게 없어서 참 좋은것 같아요. 어매니티 훌륭하고 화장실 깨끗하고 공청기 유툽 넷플릭스 모두 다되고 항상 만족스럽게 이용중입니다. 앞으로도 자주이용할것같아요,5,1개월 전
y_51_009,전주 투썸호텔,보령분견대,다른 숙소와는 다르게 넓은 주차장이 있어서 주차 걱정없이 편하게 이용할 수 있었습니다 ㅎㅎ 또 무엇보다도 다른 숙소와는 비교도 안 될 정도로 사장님이 정말 친절하세요... ㅠㅠ 체크인 하는 순간부터 기분 좋게 방으로 들어올 수 있었어요!! 담배나 쾌쾌한공기에 민감한 편인데 다른 리뷰에서 본 것처럼 정말 쾌적하고 좋은 향기로 가득해서 너무 만족합니다!!! 객실에 큰 TV도 있어서 쉬면서 보기 딱 좋은 거 같아요 ㅎㅎ 매번 전주 올 때마다 실망한 숙소들이 대부분이였는데 오늘부로 여기로 정착합니다!! 정말이에요!! 꼭 또 올게요 사장님!!!,5,2개월 전
y_51_010,전주 투썸호텔,등따신곳찾는이,수차례 방문 중인 숙소입니다. 주차공간이 넓고 주차장 출입구가 2곳입니다. 1층 작은창을 통해 서로의 얼굴이 마주하지 않도록 배려한 구조로 예약 확인 후 키를 내어주셨습니다. 바로 옆 엘베있어서 이용했습니다 카드키로 객실문 열자 담배냄새/쾌쾌한냄새 1도 없고 쾌적했습니다. 화장실 깔끔합니다 편했고 커다란 TV맘에 쏙 들었습니다. 구조도 답답하지않아 좋았습니다. 냉장고에 음료2캔과 물2병이 있고 넷플릭스도 시청하고 아주 편히 쉬다 왔습니다 재방문의향 있어요 또 이용할께요,5,10개월 전
