id,name,review_content,rating,write_date
yeogi_accom_020_20141,전주 Q-큐,연식은 있지만 룸 컨디션은 좋은편입니다화장실도 깨끗했습니다주차도 직원분께서 해주셨어요친절합니다주차장 넓은편입니다근처에 편의점 있어서 좋습니다침대시트도 깨끗합니다넷플리스도 되서 영화도 볼수 있고 드라이기도 있고 머리빝도 깨끗했습니다아쉬운게 있다면 화장실앞에 발매트가 있었음 했습니다없어도 이용하는데는 아무 문제 없었습니다입실 시간 빨라서 좋아요주위 먹거리가 아주 약간 있습니다전북 특성상 숙박소 근처 먹거리 놀거리가 없습니다번화가 원하심 전북대 후문쪽 이용하심 될거같아요,4,11개월 전
yeogi_accom_020_20142,전주 Q-큐,사장님 두분이 진짜 엄청친절하시고 전기장판도 진짜 뜨근뜨근하구요 물 수압도 엄청쎄고 물 온도도 조절 잘됩니다이 근처에 이만한 가격에 이정도 시설있는곳은 드문것같아요 앞으로 온다면 계속 이곳으로 올거같아요 주차하실때 주차할공간없으면 사장님한테 말씀하시면 주차문제도 해결해주네용 근처에 편의점도 앞에있고 가성비가 너무 좋네요방에 넷플릭스 안되는 티비컴퓨터 따로켜서 티비외부입력변경하셔서 이용하시면 됩니다이번에 타일도 바뀐거같아요,5,10개월 전
yeogi_accom_020_20143,전주 Q-큐,잘쉬었어요  가성비 좋은 숙소같아요카운터에 있으신분  많이 친절하세요먼지랑 냄새가 좀 있긴한데  환기  시키면 괜찮아요스타일러도 있어서 옷 관리 할때 편해요티비도 적당해요  사운드도 괜찮고요침대도 나쁘지 않아요 편해요수압도 좋아서  씻기 편해요 욕조도 있고요새벽에 살짝 시끄럽긴한데  창문 닫으면 괜찮아요주변에 편의점 있고요 식당도 있어요  약국도 있고요근처에 나가면 왠만한건  다 있는것 같아요너무 청결에 신경쓰시는분은 좀 힘들수 있어요,4,2개월 전
yeogi_accom_020_20144,전주 Q-큐,6월3일 급히 전주 출장이 잡혀 예약도 못하고 부랴 부랴 전주에 갔습니다서류를 일찍 거래처에 줘야 함에 모텔에서 12시에 거래처 직원을 오라고 했습니다일이 잘 풀리지 않아 거래처 직원과 숙소 앞에서 점심 먹으며 낮술 한 잔 하려 하니 차 2대를 모텔에 주차 할 수 밖에 없어 사장님께 말씀 드리니 혼쾌히 주차 하고 다녀 오라 하십니다항상 감사한 사장님 고맙습니다예약도 안했는데 차 2대나 주차 하라 하시고 항상 친절하신 사장님 너무 너무 감사해요착한 가성비는 기본이고 친절함은 덤입니다고맙습니다,5,23일 전
yeogi_accom_020_20145,전주 Q-큐,전주 출장와서 다시 방문했는데 늦은시간에 입실해도 주차 할 수 있는 주차장이 넓어서 너무 좋습니다예약한 객실에 스타일러가 있어서 아침에 상쾌한 외투를 입고 나올 수 있었네요스타일러까지 있는 시설인데 가격도 저렴했고 모든 시설이 깨끗하고 청결하게 관리해 주셔서 기분좋게 쉴 수 있네요엘리베이터부터 상쾌한향이나서기분 좋았네요방에도 들어가니 상쾌하고 쾌적했습니다층별로 정수기가 있네요방도 깨끗하고 욕실도 깨끗하고방도 따듯해서  너무 편했습니다다음 출장 때도 또 방문하겠습니다1층 전자레인지만 청소좀 해주시면좋을것같습니다ㅠㅠ하루 잘 쉬고 갑니다,5,1개월 전
yeogi_accom_020_20146,전주 Q-큐,직업특성상 1년에 모텔숙박을 150일이상하고있는 프로 출장러입니다숙소 좋네요 가성비 죽입니다 ㅎㅎㅎ 이 가격에 이정도 퀄리티 보기힘들어요주변에 식당도많고 편의점같은 시설도 가까이있어서 편하네요 일단 숙소 조용해서 휴식하기 너무좋구요 어떤곳은 밤새 음악소리때문에 밤잠을 설치는곳도있습니다 ㅎㅎㅎ방 컨디션도좋고 침대도 편안하구요 화장실 청소도 잘되있어서 아주 편안하게 쉬다갑니다 다음에 이쪽으로 출장오게되면 재방문해야겠어요  사업번창하시고 다음에 또 뵙겠습니다,5,2개월 전
yeogi_accom_020_20147,전주 Q-큐,잘쉬었어요  가성비 좋은 숙소같아요카운터에 있으신분  많이 친절하세요먼지랑 냄새가 좀 있긴한데  환기  시키면 괜찮아요스타일러도 있어서 옷 관리 할때 편해요티비도 적당해요  사운드도 괜찮고요침대도 나쁘지 않아요 편해요수압도 좋아서  씻기 편해요 욕조도 있고요새벽에 살짝 시끄럽긴한데  창문 닫으면 괜찮아요주변에 편의점 있고요 식당도 있어요  약국도 있고요근처에 나가면 왠만한건  다 있는것 같아요너무 청결에 신경쓰시는분은 좀 힘들수 있어요,5,2개월 전
yeogi_accom_020_20148,전주 Q-큐,잘쉬었어요  가성비 좋은 숙소같아요카운터에 있으신분  많이 친절하세요먼지랑 냄새가 좀 있긴한데  환기  시키면 괜찮아요스타일러도 있어서 옷 관리 할때 편해요티비도 적당해요  사운드도 괜찮고요침대도 나쁘지 않아요 편해요수압도 좋아서  씻기 편해요 욕조도 있고요새벽에 살짝 시끄럽긴한데  창문 닫으면 괜찮아요주변에 편의점 있고요 식당도 있어요  약국도 있고요근처에 나가면 왠만한건  다 있는것 같아요너무 청결에 신경쓰시는분은 좀 힘들수 있어요,5,2개월 전
yeogi_accom_020_20149,전주 Q-큐,여기 진짜 너무 깔끔하고 사장님 친절하세요사정있어서 좀 일찍 들어갔는데 시간도 양해해주시고 마주치자마자 인사도 너무 친절하게 해주셔서 처음부터 좋았어요 전체적으로 내부도 깔끔했구요 바닥이랑 화장실도 진짜 깔끔했어요 솔직히 주말에 쿠폰써서 이 정도 가격이 이렇게 좋은 모텔 숙박하기 힘든데 여기는 조용하고 깔끔해서 기분 좋게 숙박할수 있었습니다 침구도 냄새 전혀 안나고 쾌적했어요 화장실 물 수압도 좋고 각 층마다 정수기도 있어서 물 다 먹으면 편하게 떠서 먹을수 있는것도 좋았습니다,5,1개월 전
yeogi_accom_020_20150,전주 Q-큐,4월29일 화요일 여기어때를 통해 역시나 모텔에 숙소 예약을 했습니다한 달에 12번 정도 전주 출장을 가기에 항상 모텔을 애용합니다항상 친절하신 사장님 이제는 가족 같이 느껴지며 제가 체크인 할 시 좋은 리뷰 남겨줘서 고맙다고 말씀 하시는데 제가 더 고맙죠평일 기준 2만 원대로 숙박을 할 수 있는 이 가성비항상 고맙게 생각하고 있습니다요새 배달앱 음식 주문을 해도 2만 원이 넘는데 1박 숙박료가 2만원 대라니 이 얼마나 감사한 곳입니까이렇게 저렴한 숙박료이지만 객실내 사용 물품 불편함이 없습니다건물의 노후화는 있지만 숙박하는데엔 문제가 되지 않습니다오늘5월8일 전주 출장이 있어 역시나 모텔 예약합니다항상 고맙습니다,5,1개월 전
