epoch,accuracy,loss,val_accuracy,val_loss
0,0.8120403289794922,0.4385581910610199,0.952092170715332,0.14336679875850677
1,0.9579194784164429,0.12479909509420395,0.96452397108078,0.10856859385967255
2,0.9767230153083801,0.07287628203630447,0.9617950320243835,0.10631891340017319
3,0.9864280819892883,0.04860079661011696,0.9642207622528076,0.10971318930387497
4,0.9907498955726624,0.03411395102739334,0.9633110761642456,0.1255192905664444
5,0.9931002855300903,0.02658819407224655,0.9587628841400146,0.15084749460220337
