name,category,rating_score,rating_count,address,lat,lng
전주 한옥마을 감영루,게하 · 한옥,8.2,29명,전라북도 전주시 완산구 중앙동4가 52,35.814691,127.1459022
전주 한옥마을 가원당,게하 · 한옥,8.5,6명,전북 전주시 완산구 교동 79-44,35.8139228,127.1517894
전주한옥마을 알지비 게스트하우스,게하 · 한옥,8.3,7명,전라북도 전주시 완산구 교동 223-4,35.8110615,127.1511705
전주 푸실 한옥펜션,펜션,7.4,5명,전북특별자치도 전주시 완산구 교동 24-2,35.8126725,127.1580133
전주 한옥마을 다래헌,게하 · 한옥,9.3,3명,전라북도 전주시 완산구 풍남동3가 56-4,35.8155418,127.1528817
고즈넉한 그때가 당신의 기억에 머물 즈음 | 전주 무렵,홈&빌라,10,2명,전북특별자치도 전주시 완산구 교동 204-1,35.8113516,127.1522278
전주 한옥마을 가은채,게하 · 한옥,8.1,15명,전라북도 전주시 완산구 풍남동3가 38-6  가은채,35.8169617,127.1532962
전주 한옥마을 뜨레가,게하 · 한옥,9.2,3명,전라북도 전주시 완산구 교동 177-1  뜨레가,35.8116393,127.1544197
전주 한옥마을 하늘풍경,게하 · 한옥,8.4,4명,전북 전주시 완산구 교동 94-4,35.8124588,127.1523779
전주 한옥마을 뜰안채 본관,게하 · 한옥,8,11명,전라북도 전주시 완산구 경원동2가 47-1  뜰안채,35.8171209,127.1493355
전주관광호텔,호텔1성급,7.5,34명,전북 전주시 완산구 고사동 22,35.8204777,127.1454356
호텔 루고,호텔비즈니스,10,2명,전북특별자치도 전주시 완산구 중화산동2가 650-2,35.8159981,127.1235902
전주 아침정원 게스트하우스,게하 · 한옥,8.1,5명,전북특별자치도 전주시 완산구 원당동 576-31,35.7658541,127.1087556
전주 한옥마을 독채 | 한옥스테이 선물,홈&빌라,10,2명,전북특별자치도 전주시 완산구 풍남동3가 84-17,35.8169552,127.1512895
전주 한옥마을 가족한옥숙소 | 하록당,홈&빌라,10,2명,전북특별자치도 전주시 완산구 교동 15-6,35.8125705,127.1583505
전주 한옥마을 너울가지,게하 · 한옥,8.4,3명,전북특별자치도 전주시 완산구 중앙동4가 74-4,35.8140572,127.1457388
전주 가락청 게스트하우스,게하 · 한옥,10,2명,전북특별자치도 전주시 완산구 풍남동3가 39-2,35.81726,127.1535505
전주 한옥마을 서쪽 독채,게하 · 한옥,10,2명,전북특별자치도 전주시 완산구 풍남동3가 1-27,35.8167628,127.1580189
전주 푸른솔펜션,펜션풀빌라,10,2명,전북 전주시 완산구 대성동 488,35.7925959,127.1703214
전주한옥마을 다락,게하 · 한옥,8.1,3명,전라북도 전주시 완산구 풍남동3가 87,35.8168487,127.1509207
1팀만 이용 가능한 단독 독채 숙소 | 전주한옥마을 독채 재우성,홈&빌라,9.8,2명,전북 전주시 완산구 풍남동3가 1-28,35.816735,127.1579382
전주한옥마을에 위치한 감성 숙소 | 전주 안녕 제제 온돌방,홈&빌라,7.9,3명,전북 전주시 완산구 경원동2가 40-5,35.8176774,127.1494163
전주한옥마을 독채 덕수궁 2관,펜션,7.8,3명,전북특별자치도 전주시 완산구 풍남동3가 67-27,35.8152067,127.1517401
전주한옥마을 달달잠 독채 펜션,펜션,8.7,2명,전북특별자치도 전주시 완산구 교동 960-7,35.8168166,127.1584988
전주 나나,모텔,5.8,44명,전북특별자치도 전주시 완산구 서서학동 52-2,35.8098726,127.1506458
전주 한옥마을 가인당 안채,펜션,10,1명,전북특별자치도 전주시 완산구 교동 105-8,35.8123516,127.1518299
전주 와이케이 호텔,호텔비즈니스,7.7,2명,전북특별자치도 전주시 덕진구 덕진동1가 1262-2,35.8432937,127.1256511
2024년 신축한 전주한옥마을 내 독채숙소 | 스테이 선선 하늬,홈&빌라,10,1명,전북특별자치도 전주시 완산구 전동 13-3,35.8163301,127.1486895
전주 스테이 여유,펜션,9.7,1명,전북특별자치도 전주시 완산구 교동 15-16,35.8124347,127.1586273
2024년 신축한 전주한옥마을 내 독채숙소 | 스테이 선선 산들,홈&빌라,10,1명,전북특별자치도 전주시 완산구 전동 13-3,35.8163301,127.1486895
전주 한옥마루 게스트하우스,게하 · 한옥,7.2,2명,전라북도 전주시 완산구 풍남동3가 16-27  한옥마루,35.8157439,127.1541038
전주 나루 스테이한옥 독채 전주한옥마을,펜션,10,1명,전북특별자치도 전주시 완산구 교동 178,35.8113602,127.1543969
전주한옥마을 자만재,펜션,10,1명,전북 전주시 완산구 교동 129-9,35.812726,127.1540562
전주한옥마을 달님 게스트하우스,게하 · 한옥,10,1명,전라북도 전주시 완산구 경원동1가 113-11,35.8178593,127.1485192
전주 앤 게스트하우스,게하 · 한옥,6.2,2명,전북 전주시 완산구 서서학동 188-1,35.8091128,127.1516141
전주한옥마을 독채 수,펜션,8.7,1명,전북특별자치도 전주시 완산구 풍남동3가 67-21,35.8153347,127.1517669
전주 비지니스 궁 호텔,호텔비즈니스,6.7,1명,전북특별자치도 전주시 덕진구 금암동 700-3,35.8350253,127.1314096
전주 라임 무인텔,모텔,3.1,26명,전북 전주시 덕진구 인후동1가 775-5,35.8347401,127.1541117
전주 한옥마을 천년마루,게하 · 한옥,3,12명,전북 전주시 완산구 교동 222-6,35.8111811,127.1513375
전주한옥마을  공간의미 독채펜션,펜션,1.7,2명,전북특별자치도 전주시 완산구 교동 54-62,35.8144324,127.1577995
스튜디오같이 깔끔하고 감성있는 숙소 | 전주 스테이 숨숨,홈&빌라,0,0,전북 전주시 덕진구 금암동 720-32,35.838219,127.1327161
전주 블루원호텔,호텔비즈니스,2,1명,전북특별자치도 전주시 덕진구 금암동 699-4,35.8355859,127.1316201
전주 한옥스테이 | 무와섬W,홈&빌라,0,0,전북특별자치도 전주시 완산구 교동 250-8,35.8119956,127.1510223
전주 한옥스테이 | 무와섬M,홈&빌라,0,0,전북특별자치도 전주시 완산구 교동 250-8,35.8119956,127.1510223
편안함과 여유로움으로 가득한 숙소 | 스테이춘몽,홈&빌라,0,0,전북특별자치도 전주시 완산구 풍남동2가 30-2,35.8190191,127.153182
당신의 여행이 마지막까지 여유로울 수 있도록 | 전주 늦잠,홈&빌라,0,0,전북특별자치도 전주시 완산구 서서학동 188-26,35.8088624,127.151189
전주 한옥마을 태조마루,게하 · 한옥,0,0,전북특별자치도 전주시 완산구 전동 17-3,35.8159608,127.1485113
전주 한옥스테이 담길,펜션,0,0,전북특별자치도 전주시 완산구 풍남동3가 41-7,35.8164896,127.1535801
프라이빗 옥상 독채 숙소 | 전주 스테이 마중,홈&빌라,0,0,전북 전주시 덕진구 금암동 720-32,35.838219,127.1327161
그 작은 길에 마주했을 때 당신을 사로잡을 | 전주 사로,홈&빌라,0,0,전북특별자치도 전주시 완산구 서서학동 188-24,35.8089586,127.1513368
전주한옥마을 교동 스테이,게하 · 한옥,0,0,전북특별자치도 전주시 완산구 풍남동3가 76-40,35.815991,127.1514283
전주 한옥마을 동락원,게하 · 한옥,0,0,전북특별자치도 전주시  풍남동3가  44,35.816802,127.1527893
전주 감성한옥 하루 독채펜션,펜션,0,0,전북특별자치도 전주시 완산구 풍남동3가 54-14,35.81551,127.1532839
한옥마을 옆 아늑한 감성 숙소 | 전주 스테이 구월,홈&빌라,0,0,전북특별자치도 전주시 완산구 풍남동3가 12-15,35.8154957,127.1551236
전주 대명여관 게스트하우스,게하 · 한옥NEW,0,0,전북특별자치도 전주시 완산구 중앙동4가 31-33,35.8148367,127.1449751
