name,category,rating_score,rating_count,address,source,image,lat,lng
호텔어라이브 전주 시화연풍,호텔비즈니스,9.3,26,전북특별자치도 전주시 완산구 풍남문3길 9-5,y,호텔어라이브 전주 시화연풍.jpg,35.8139527,127.1467273
전주 호텔K,모텔,9.5,142,전북특별자치도 전주시 덕진구 용산2길 5,y,전주 호텔K.jpg,35.8364297,127.1311019
전주 한옥마을 알콩달콩 다락방,게하 · 한옥,9.9,220,전북특별자치도 전주시 완산구 경기전길 153-6,y,전주 한옥마을 알콩달콩 다락방.jpg,35.8125153,127.1517009
전주 그리고봄 독채펜션,펜션,9.9,7,전북특별자치도 전주시 완산구 은행로 65-11,y,전주 그리고봄 독채펜션.jpg,35.8141562,127.1533539
전주 대화사우나,모텔,9.8,546,전북특별자치도 전주시 덕진구 권삼득로 103,y,전주 대화사우나.jpg,35.8298934,127.1435046
전주 한옥마을 꽃자리,게하 · 한옥,9.9,60,전북특별자치도 전주시 완산구 최명희길 26-23,y,전주 한옥마을 꽃자리.jpg,35.8162973,127.1510912
전주 한옥마을 교동가온,게하 · 한옥,9.8,50,전북특별자치도 전주시 완산구 은행로 75-3,y,전주 한옥마을 교동가온.jpg,35.8133121,127.1530958
전주 안녕 제제 옥상달빛,홈&빌라,9.8,14,전북특별자치도 전주시 완산구 전동성당길 33-9,y,전주 안녕 제제 옥상달빛.jpg,35.8176774,127.1494163
전주 해밀 펜션,펜션,9.5,25,전북특별자치도 전주시 완산구 향교길 19-23,y,전주 해밀 펜션.jpg,35.8125114,127.149941
전주한옥마을 메종 14,게하 · 한옥,10.0,35,전북특별자치도 전주시 완산구 경기전길 184-5,y,전주한옥마을 메종 14.jpg,35.8113682,127.1513432
전주 슈페리어,모텔,9.1,629,전북특별자치도 전주시 덕진구 도당산4길 14,y,전주 슈페리어.jpg,35.8478586,127.1594698
전주 짬,모텔,9.0,637,전북특별자치도 전주시 덕진구 동부대로 523,y,전주 짬.jpg,35.8378407,127.1706246
전주 한옥마을 분 게스트하우스,게하 · 한옥,10.0,9,전북특별자치도 전주시 완산구 전동성당길 33-6,y,전주 한옥마을 분 게스트하우스.jpg,35.817425,127.1492188
전주 토마토,모텔,8.9,923,전북특별자치도 전주시 덕진구 용산3길 18,y,전주 토마토.jpg,35.836056,127.1328429
전주 더 메이 호텔,호텔4성급,9.5,37,전북특별자치도 전주시 덕진구 기린대로 800,y,전주 더 메이 호텔.jpg,35.8596902,127.0957812
전주 한옥마을 담소 황토 한옥,게하 · 한옥,9.6,129,전북특별자치도 전주시 완산구 향교길 71,y,전주 한옥마을 담소 황토 한옥.jpg,35.8120995,127.1535327
전주 한옥마을 한옥이야기,게하 · 한옥,9.8,45,전북특별자치도 전주시 완산구 은행로 83-14,y,전주 한옥마을 한옥이야기.jpg,35.8122526,127.1535585
전주 한옥마을 여별,게하 · 한옥,9.8,20,전북특별자치도 전주시 완산구 팔달로 94-6,y,전주 한옥마을 여별.jpg,35.8114667,127.1501312
전주 스테이 일상이상,펜션,10.0,3,전북특별자치도 전주시 완산구 인봉1길 16-4,y,전주 스테이 일상이상.jpg,35.8245542,127.1542671
전주 여가,펜션,9.7,12,전북특별자치도 전주시 완산구 태조로 12-12,y,전주 여가.jpg,35.8155114,127.153386
전주 풍류가옥,펜션,9.7,5,전북특별자치도 전주시 완산구 인봉1길 26,y,전주 풍류가옥.jpg,35.8246398,127.1553107
전주 한옥마을 더 머뭄,게하 · 한옥,9.8,331,전북특별자치도 전주시 완산구 최명희길 26-25,y,전주 한옥마을 더 머뭄.jpg,35.8164736,127.1510566
전주 한옥마을 교동살래,게하 · 한옥,9.6,74,전북특별자치도 전주시 완산구 전주천동로 66-1,y,전주 한옥마을 교동살래.jpg,35.8112537,127.1533454
전주한옥마을 웨이,게하 · 한옥,9.7,69,전북특별자치도 전주시 완산구 은행로 16,y,전주한옥마을 웨이.jpg,35.8184907,127.1516918
전주한옥마을 예술가의집 시간무늬,펜션,9.9,10,전북특별자치도 전주시 완산구 천경로 15-16,y,전주한옥마을 예술가의집 시간무늬.jpg,35.808378,127.1529183
전주 한옥마을 경기전 별당채,게하 · 한옥,9.8,156,전북특별자치도 전주시 완산구 최명희길 16-3,y,전주 한옥마을 경기전 별당채.jpg,35.816344,127.1525736
전주 한옥마을 별빛 쉼터,게하 · 한옥,10.0,16,전북특별자치도 전주시 완산구 향교길 42-9,y,전주 한옥마을 별빛 쉼터.jpg,35.8113174,127.1519307
전주 프린스 우아점,모텔,9.4,633,전북특별자치도 전주시 덕진구 동부대로 441,y,전주 프린스 우아점.jpg,35.8315254,127.1743418
전주 한옥마을 혜윰,게하 · 한옥,9.9,17,전북특별자치도 전주시 완산구 향교길 42-5,y,전주 한옥마을 혜윰.jpg,35.8114823,127.1520065
전주 한옥마을 달빛향,게하 · 한옥,10.0,10,전북특별자치도 전주시 완산구 전주천동로 64-16,y,전주 한옥마을 달빛향.jpg,35.8114624,127.1536694
전주 한옥마을 어울림,게하 · 한옥,9.9,127,전북특별자치도 전주시 완산구 은행로 75-5,y,전주 한옥마을 어울림.jpg,35.8133028,127.1532698
향교길선우가,홈&빌라,10.0,9,전북특별자치도 전주시 완산구 향교길 155-13,y,향교길선우가.jpg,35.8127578,127.1582168
전주 한옥마을 꽃밭정원 예쁜집 좋은날,게하 · 한옥,9.6,149,전북특별자치도 전주시 완산구 전동성당길 37-7,y,전주 한옥마을 꽃밭정원 예쁜집 좋은날.jpg,35.8172336,127.1492699
더정가 스테이,게하 · 한옥,9.9,45,전북특별자치도 전주시 완산구 기린대로 76,y,더정가 스테이.jpg,35.8160631,127.1549795
전주 소소정,홈&빌라,9.8,11,전북특별자치도 전주시 완산구 향교길 155-11,y,전주 소소정.jpg,35.812667,127.1581868
전주 한옥마을 성심,게하 · 한옥,9.9,20,전북특별자치도 전주시 완산구 은행로 30-3,y,전주 한옥마을 성심.jpg,35.8171412,127.1519255
전주 한옥마을 한옥미쁨,게하 · 한옥,9.9,70,전북특별자치도 전주시 완산구 은행로 15-6,y,전주 한옥마을 한옥미쁨.jpg,35.818589,127.152195
전주한옥마을 풍남주택,게하 · 한옥,9.7,34,전북특별자치도 전주시 완산구 최명희길 26-39,y,전주한옥마을 풍남주택.jpg,35.816629,127.150801
전주 천년의아침,펜션,9.4,5,전북특별자치도 전주시 완산구 기린대로 71-1,y,전주 천년의아침.jpg,35.8156431,127.1542992
전주 원색명화마을,게하 · 한옥,9.8,55,전북특별자치도 전주시 완산구 바람쐬는길 330,y,전주 원색명화마을.jpg,35.8003681,127.1892309
전주 한옥마을 여지 게스트하우스,게하 · 한옥,9.6,71,전북특별자치도 전주시 완산구 팔달로 202-16,y,전주 한옥마을 여지 게스트하우스.jpg,35.820448,127.1469691
전주 그날을담다,펜션,10.0,3,전북특별자치도 전주시 완산구 풍남문5길 23-7,y,전주 그날을담다.jpg,35.8138955,127.1413359
전주 호스텔&게스트하우스,게하 · 한옥,9.5,94,전북특별자치도 전주시 덕진구 동부대로 694-8,y,전주 호스텔&게스트하우스.jpg,35.8507863,127.1607452
블루보트 게스트하우스 전주점,게하 · 한옥,9.6,98,전북특별자치도 전주시 완산구 충경로 75,y,블루보트 게스트하우스 전주점.jpg,35.8188634,127.1473027
전주한옥마을 서학의 아침 펜션,펜션,10.0,4,전북특별자치도 전주시 완산구 서학3길 74-21,y,전주한옥마을 서학의 아침 펜션.jpg,35.8089087,127.1528045
전주 한옥스테이 까치,펜션,10.0,4,전북특별자치도 전주시 완산구 은행로 74-5,y,전주 한옥스테이 까치.jpg,35.8132425,127.1524679
전주 한옥마을 어린왕자 게스트하우스,게하 · 한옥,9.8,44,전북특별자치도 전주시 완산구 태조로 14-1,y,전주 한옥마을 어린왕자 게스트하우스.jpg,35.8150769,127.1531901
전주 쑈드라이브인,모텔,9.5,24,전북특별자치도 전주시 덕진구 용산2길 10,y,전주 쑈드라이브인.jpg,35.8360127,127.1311716
전주 한옥마을 사랑가득,게하 · 한옥,9.6,48,전북특별자치도 전주시 완산구 향교길 149-8,y,전주 한옥마을 사랑가득.jpg,35.8124117,127.1579886
전주 시인과짜몽 게스트하우스,게하 · 한옥,9.8,12,전북특별자치도 전주시 완산구 서학3길 15-1,y,전주 시인과짜몽 게스트하우스.jpg,35.8060627,127.1514403
참다원,홈&빌라,9.5,11,전북특별자치도 전주시 완산구 향교길 155-9,y,참다원.jpg,35.8125675,127.1581661
전주 수호텔,모텔,9.3,97,전북특별자치도 전주시 덕진구 아중4길 20-4,y,전주 수호텔.jpg,35.8306932,127.1731595
전주 한옥마을 예원당,게하 · 한옥,9.5,62,전북특별자치도 전주시 완산구 어진길 33-10,y,전주 한옥마을 예원당.jpg,35.8173376,127.152723
전주 한옥마을 행복가득,게하 · 한옥,9.7,19,전북특별자치도 전주시 완산구 전주천동로 64-3,y,전주 한옥마을 행복가득.jpg,35.8114708,127.1534622
전주 한옥마을 그림 게스트하우스,게하 · 한옥,9.7,7,전북특별자치도 전주시 완산구 향교길 149-13,y,전주 한옥마을 그림 게스트하우스.jpg,35.8127906,127.157785
전주 민트 게스트하우스,게하 · 한옥,9.8,16,전북특별자치도 전주시 완산구 서학로 27-2,y,전주 민트 게스트하우스.jpg,35.8097532,127.152682
전주 호텔 포레,모텔,9.4,13,전북특별자치도 전주시 완산구 한두평3길 14-6,y,전주 호텔 포레.jpg,35.8145386,127.1242085
전주 한옥마을 고희,게하 · 한옥,9.6,12,전북특별자치도 전주시 완산구 빙고리3길 5,y,전주 한옥마을 고희.jpg,35.812584,127.1379878
전주 한옥마을 서선야,게하 · 한옥,9.7,79,전북특별자치도 전주시 완산구 동문길 19-6,y,전주 한옥마을 서선야.jpg,35.819048,127.152714
전주 한옥 황토 편백하우스,게하 · 한옥,9.8,62,전북특별자치도 전주시 완산구 완산6길 8-17,y,전주 한옥 황토 편백하우스.jpg,35.8079414,127.1434959
베니키아 전주한성호텔,호텔2성급,8.1,163,전북특별자치도 전주시 완산구 전주객사5길 43-3,y,베니키아 전주한성호텔.jpg,35.8198606,127.1448149
전주 FX,모텔,9.4,54,전북특별자치도 전주시 덕진구 아중4길 14-10,y,전주 FX.jpg,35.831124,127.173482
전주 한옥마을 장수,게하 · 한옥,9.3,54,전북특별자치도 전주시 완산구 은행로 55-1,y,전주 한옥마을 장수.jpg,35.815045,127.1528524
전주 호텔 캐슬,모텔,9.0,177,전북특별자치도 전주시 덕진구 아중4길 10-4,y,전주 호텔 캐슬.jpg,35.830873,127.174107
전주 한옥마을 다나하루 게스트하우스,게하 · 한옥,9.6,54,전북특별자치도 전주시 완산구 향교길 11,y,전주 한옥마을 다나하루 게스트하우스.jpg,35.8117938,127.1502447
전주 한옥 도원,게하 · 한옥,9.6,18,전북특별자치도 전주시 완산구 서학1길 38-1,y,전주 한옥 도원.jpg,35.8075419,127.1504533
전주 한옥마을 뜰안채 신관,게하 · 한옥,9.4,33,전북특별자치도 전주시 완산구 어진길 94-5,y,전주 한옥마을 뜰안채 신관.jpg,35.8171209,127.1493355
전주 한옥마을 강령전,게하 · 한옥,9.6,20,전북특별자치도 전주시 완산구 태조로 26-24,y,전주 한옥마을 강령전.jpg,35.8149912,127.1519082
전주 오래된미래 게스트하우스,게하 · 한옥,9.6,40,전북특별자치도 전주시 완산구 바람쐬는길 35-19,y,전주 오래된미래 게스트하우스.jpg,35.8111219,127.1632802
전주 H 호텔,모텔,9.4,52,전북특별자치도 전주시 덕진구 아중4길 23-6,y,전주 H 호텔.jpg,35.8296749,127.1728544
전주 하얏트,모텔,8.9,442,전북특별자치도 전주시 덕진구 도당산로 65,y,전주 하얏트.jpg,35.8473382,127.1573496
전주 풍류헌 한옥고택 독채,펜션,10.0,4,전북특별자치도 전주시 완산구 풍남문5길 21-7,y,전주 풍류헌 한옥고택 독채.jpg,35.8138174,127.1418456
전주 한옥마을 돌담집 본관,게하 · 한옥,9.7,12,전북특별자치도 전주시 완산구 최명희길 26-5,y,전주 한옥마을 돌담집 본관.jpg,35.8161664,127.1514683
전주 한옥마을 1928 쉼마루,게하 · 한옥,9.5,31,전북특별자치도 전주시 완산구 향교길 51-4,y,전주 한옥마을 1928 쉼마루.jpg,35.8119175,127.1525294
전주 한옥마을 꼴 게스트하우스,게하 · 한옥,9.4,53,전북특별자치도 전주시 완산구 은행로 21-1,y,전주 한옥마을 꼴 게스트하우스.jpg,35.8181143,127.1521718
나비잠한옥호텔,호텔2성급,9.2,51,전북특별자치도 전주시 완산구 팔달로 150-17,y,나비잠한옥호텔.jpg,35.8161528,127.1486202
전주 한옥마을 푸른요람,게하 · 한옥,10.0,4,전북특별자치도 전주시 완산구 은행로 68-8,y,전주 한옥마을 푸른요람.jpg,35.8139198,127.1522947
전주 한옥마을 오목헌,게하 · 한옥,9.6,5,전북특별자치도 전주시 완산구 은행로 76,y,전주 한옥마을 오목헌.jpg,35.8132501,127.152638
전주 씨네마,모텔,8.4,94,전북특별자치도 전주시 완산구 전주객사3길 27,y,전주 씨네마.jpg,35.8184981,127.1421392
전주한옥마을숙박 향촌 펜션,펜션,9.2,4,전북특별자치도 전주시 완산구 어진길 65,y,전주한옥마을숙박 향촌 펜션.jpg,35.8172282,127.1510293
전주 한옥 사계,게하 · 한옥,9.5,19,전북특별자치도 전주시 완산구 서학3길 27-4,y,전주 한옥 사계.jpg,35.8066921,127.1512252
전주 한옥마을 숙박 체험관,게하 · 한옥,9.5,12,전북특별자치도 전주시 완산구 은행로 56,y,전주 한옥마을 숙박 체험관.jpg,35.8149938,127.1523558
전주 한옥마을 한옥마당 행랑채,게하 · 한옥,9.4,28,전북특별자치도 전주시 완산구 전주천동로 80-13,y,전주 한옥마을 한옥마당 행랑채.jpg,35.8113183,127.1520577
대동고택,홈&빌라,9.2,13,전북특별자치도 전주시 완산구 대동로 7-13,y,대동고택.jpg,35.8215182,127.1363459
전주 니어리스트 게스트하우스,게하 · 한옥,9.3,30,전북특별자치도 전주시 완산구 팔달로 202-14,y,전주 니어리스트 게스트하우스.jpg,35.8204225,127.1468359
전주 한옥마을 취락당,게하 · 한옥,9.3,37,전북특별자치도 전주시 완산구 동문길 33-19,y,전주 한옥마을 취락당.jpg,35.8185928,127.1527228
전주 더씨티 호텔,호텔관광,9.4,466,전북특별자치도 전주시 완산구 충경로 65,y,전주 더씨티 호텔.jpg,35.818662,127.1463051
전주 이카로스,모텔,9.1,231,전북특별자치도 전주시 덕진구 용산2길 20,y,전주 이카로스.jpg,35.8353558,127.1318703
전주 한옥마을 다정 게스트하우스,게하 · 한옥,9.3,31,전북특별자치도 전주시 완산구 전동성당길 30,y,전주 한옥마을 다정 게스트하우스.jpg,35.8176107,127.1487075
전주한옥마을 온유,게하 · 한옥,9.2,11,전북특별자치도 전주시 완산구 한지길 107,y,전주한옥마을 온유.jpg,35.8155132,127.1541334
전주한옥마을 김명옥 별장펜션,펜션,9.1,6,전북특별자치도 전주시 완산구 내원당길 58-14,y,전주한옥마을 김명옥 별장펜션.jpg,35.7954446,127.1703516
호텔 오페라21,호텔1성급,8.8,220,전북특별자치도 전주시 덕진구 정언신로 186,y,호텔 오페라21.jpg,35.8317364,127.1735883
전주 줄리앤소피하우스,홈&빌라,9.2,5,전북특별자치도 전주시 완산구 인정로 8,y,전주 줄리앤소피하우스.jpg,35.819755,127.1203552
전주 한옥마을 가은채2,게하 · 한옥,9.2,7,전북특별자치도 전주시 완산구 한지길 100-20,y,전주 한옥마을 가은채2.jpg,35.8155292,127.1534999
전주 타임,모텔,8.6,204,전북특별자치도 전주시 덕진구 용산1길 11,y,전주 타임.jpg,35.835438,127.1305734
전주 한옥마을 유정 게스트하우스,게하 · 한옥,8.9,24,전북특별자치도 전주시 완산구 어진길 90-9,y,전주 한옥마을 유정 게스트하우스.jpg,35.8173369,127.1496062
전주 영화호텔,호텔2성급,9.1,104,전북특별자치도 전주시 완산구 전주객사2길 28-27,y,전주 영화호텔.jpg,35.8184264,127.1414153
전주한옥마을 나성하우스,게하 · 한옥,9.1,6,전북특별자치도 전주시 덕진구 금암2길 7-3,y,전주한옥마을 나성하우스.jpg,35.8408078,127.1348848
전주 나비,모텔,8.5,84,전북특별자치도 전주시 덕진구 산정3길 28,y,전주 나비.jpg,35.8389435,127.1694234
전주 Y 누리봄 게스트하우스,게하 · 한옥,8.8,23,전북특별자치도 전주시 완산구 서학로 47-3,y,전주 Y 누리봄 게스트하우스.jpg,35.8097188,127.1546694
전주 그여자네집 독채펜션,펜션,9.0,4,전북특별자치도 전주시 완산구 향교길 101,y,전주 그여자네집 독채펜션.jpg,35.8120761,127.1551061
전주 한옥마을 이택구 사랑채,게하 · 한옥,8.9,54,전북특별자치도 전주시 완산구 최명희길 11-5,y,전주 한옥마을 이택구 사랑채.jpg,35.8160819,127.1534564
전주 호텔 엑스오XO,모텔,8.8,329,전북특별자치도 전주시 덕진구 용산1길 17-1,y,전주 호텔 엑스오XO.jpg,35.8352114,127.1311049
전주 하루 호텔 (HARU),호텔비즈니스,9.0,61,전북특별자치도 전주시 덕진구 산정3길 19-2,y,전주 하루 호텔 (HARU).jpg,35.8383751,127.1692313
전주 한옥마을 흥부가,게하 · 한옥,8.5,40,전북특별자치도 전주시 완산구 태조로 26-34,y,전주 한옥마을 흥부가.jpg,35.8151161,127.1519716
전주 래미안스테이,모텔,8.7,16,전북특별자치도 전주시 덕진구 아중4길 6-1,y,전주 래미안스테이.jpg,35.8309586,127.1742425
전주 한옥마을 고현당,게하 · 한옥,8.7,29,전북특별자치도 전주시 완산구 한지길 112-3,y,전주 한옥마을 고현당.jpg,35.8152722,127.153724
전주 낭만시대 게스트하우스,게하 · 한옥,8.4,111,전북특별자치도 전주시 완산구 동문길 102,y,전주 낭만시대 게스트하우스.jpg,35.8180926,127.1483953
전주 쉐르빌,모텔,8.2,145,전북특별자치도 전주시 덕진구 아중4길 9,y,전주 쉐르빌.jpg,35.830494,127.1743067
전주 한옥마을 감영루,게하 · 한옥,8.2,29,전북특별자치도 전주시 완산구 풍남문4길 26-42,y,전주 한옥마을 감영루.jpg,35.814691,127.1459022
전주 한옥마을 가원당,게하 · 한옥,8.5,6,전북특별자치도 전주시 완산구 경기전길 125-9,y,전주 한옥마을 가원당.jpg,35.8139228,127.1517894
전주한옥마을 알지비 게스트하우스,게하 · 한옥,8.3,7,전북특별자치도 전주시 완산구 전주천동로 86-1,y,전주한옥마을 알지비 게스트하우스.jpg,35.8110615,127.1511705
전주 푸실 한옥펜션,펜션,7.8,6,전북특별자치도 전주시 완산구 향교길 149-12,y,전주 푸실 한옥펜션.jpg,35.8126725,127.1580133
전주 한옥마을 다래헌,게하 · 한옥,9.3,3,전북특별자치도 전주시 완산구 은행로 51-3,y,전주 한옥마을 다래헌.jpg,35.8155418,127.1528817
전주 무렵,홈&빌라,10.0,2,전북특별자치도 전주시 완산구 전주천동로 80-17,y,전주 무렵.jpg,35.8113516,127.1522278
전주 한옥마을 가은채,게하 · 한옥,8.1,15,전북특별자치도 전주시 완산구 한지길 68-15,y,전주 한옥마을 가은채.jpg,35.8169617,127.1532962
전주 한옥마을 뜨레가,게하 · 한옥,9.2,3,전북특별자치도 전주시 완산구 전주천동로 58-10,y,전주 한옥마을 뜨레가.jpg,35.8116319,127.1544078
전주 한옥마을 하늘풍경,게하 · 한옥,8.4,4,전북특별자치도 전주시 완산구 향교길 51-13,y,전주 한옥마을 하늘풍경.jpg,35.8124588,127.1523779
전주 아침정원 게스트하우스,게하 · 한옥,8.1,5,전북특별자치도 전주시 완산구 학전길 15-1,y,전주 아침정원 게스트하우스.jpg,35.7658541,127.1087556
전주 한옥마을 독채 한옥스테이 선물,홈&빌라,10.0,2,전북특별자치도 전주시 완산구 경기전길 57-13,y,전주 한옥마을 독채 한옥스테이 선물.jpg,,
하록당,홈&빌라,10.0,2,전북특별자치도 전주시 완산구 향교길 155-30,y,하록당.jpg,35.8125705,127.1583505
전주 한옥마을 너울가지,게하 · 한옥,8.4,3,전북특별자치도 전주시 완산구 풍남문4길 16-9,y,전주 한옥마을 너울가지.jpg,35.8140572,127.1457388
전주 가락청 게스트하우스,게하 · 한옥,10.0,2,전북특별자치도 전주시 완산구 한지길 68,y,전주 가락청 게스트하우스.jpg,35.81726,127.1535505
전주 한옥마을 서쪽 독채,게하 · 한옥,10.0,2,전북특별자치도 전주시 완산구 간납대2길 18,y,전주 한옥마을 서쪽 독채.jpg,35.8167628,127.1580189
전주 푸른솔펜션,펜션풀빌라,10.0,2,전북특별자치도 전주시 완산구 내원당길 92-7,y,전주 푸른솔펜션.jpg,35.7925959,127.1703214
전주한옥마을 다락,게하 · 한옥,8.1,3,전북특별자치도 전주시 완산구 경기전길 57-6,y,전주한옥마을 다락.jpg,35.8168487,127.1509207
전주한옥마을 독채 재우성,홈&빌라,9.8,2,전북특별자치도 전주시 완산구 간납대2길 16,y,전주한옥마을 독채 재우성.jpg,35.816735,127.1579382
전주한옥마을 독채 덕수궁 2관,펜션,7.8,3,전북특별자치도 전주시 완산구 태조로 26-44,y,전주한옥마을 독채 덕수궁 2관.jpg,35.8152067,127.1517401
전주한옥마을 달달잠 독채 펜션,펜션,8.7,2,전북특별자치도 전주시 완산구 간납대2길 28,y,전주한옥마을 달달잠 독채 펜션.jpg,35.8168166,127.1584988
전주 나나,모텔,5.8,44,전북특별자치도 전주시 완산구 서학로 11,y,전주 나나.jpg,35.8098726,127.1506458
전주 한옥마을 가인당 안채,펜션,10.0,1,전북특별자치도 전주시 완산구 경기전길 165-11,y,전주 한옥마을 가인당 안채.jpg,35.8123516,127.1518299
스테이 선선 하늬,홈&빌라,10.0,1,전북특별자치도 전주시 완산구 전동성당길 62-6,y,스테이 선선 하늬.jpg,35.8163301,127.1486895
전주 스테이 여유,펜션,9.7,1,전북특별자치도 전주시 완산구 향교길 155-22,y,전주 스테이 여유.jpg,35.8124347,127.1586273
전주 한옥마루 게스트하우스,게하 · 한옥,7.2,2,전북특별자치도 전주시 완산구 한지길 103,y,전주 한옥마루 게스트하우스.jpg,35.8157439,127.1541038
전주 나루 스테이한옥 독채 전주한옥마을,펜션,10.0,1,전북특별자치도 전주시 완산구 전주천동로 58,y,전주 나루 스테이한옥 독채 전주한옥마을.jpg,35.8113602,127.1543969
전주한옥마을 자만재,펜션,10.0,1,전북특별자치도 전주시 완산구 오목대길 45-31,y,전주한옥마을 자만재.jpg,35.812726,127.1540562
전주한옥마을 달님 게스트하우스,게하 · 한옥,10.0,1,전북특별자치도 전주시 완산구 동문길 101,y,전주한옥마을 달님 게스트하우스.jpg,35.8178593,127.1485192
전주 앤 게스트하우스,게하 · 한옥,6.2,2,전북특별자치도 전주시 완산구 서학3길 83,y,전주 앤 게스트하우스.jpg,35.8091128,127.1516141
전주한옥마을 독채 수,펜션,8.7,1,전북특별자치도 전주시 완산구 태조로 26-42,y,전주한옥마을 독채 수.jpg,35.8153347,127.1517669
전주 라임 무인텔,모텔,3.1,26,전북특별자치도 전주시 덕진구 팽나무4길 22-4,y,전주 라임 무인텔.jpg,35.8347401,127.1541117
전주 한옥마을 천년마루,게하 · 한옥,3.0,12,전북특별자치도 전주시 완산구 경기전길 186,y,전주 한옥마을 천년마루.jpg,35.8111811,127.1513375
전주한옥마을 공간의미 독채펜션,펜션,1.7,2,전북특별자치도 전주시 완산구 자만동2길 40,y,전주한옥마을 공간의미 독채펜션.jpg,35.8144324,127.1577995
전주 스테이 숨숨,홈&빌라,0.0,0,전북특별자치도 전주시 덕진구 기린대로 400-29,y,전주 스테이 숨숨.jpg,35.838219,127.1327161
무와섬W,홈&빌라,0.0,0,전북특별자치도 전주시 완산구 향교길 23-7,y,무와섬W.jpg,35.8119956,127.1510223
스테이춘몽,홈&빌라,0.0,0,전북특별자치도 전주시 완산구 한지길 28,y,스테이춘몽.jpg,35.8190191,127.153182
전주 늦잠,홈&빌라,0.0,0,전북특별자치도 전주시 완산구 서학3길 73-15,y,전주 늦잠.jpg,35.8088624,127.151189
전주 한옥마을 태조마루,게하 · 한옥,0.0,0,전북특별자치도 전주시 완산구 팔달로 150-15,y,전주 한옥마을 태조마루.jpg,35.8159608,127.1485113
전주 한옥스테이 담길,펜션,0.0,0,전북특별자치도 전주시 완산구 최명희길 8,y,전주 한옥스테이 담길.jpg,35.8164896,127.1535801
전주 사로,홈&빌라,0.0,0,전북특별자치도 전주시 완산구 서학3길 73-22,y,전주 사로.jpg,35.8089586,127.1513368
전주한옥마을 교동 스테이,게하 · 한옥,0.0,0,전북특별자치도 전주시 완산구 최명희길 30,y,전주한옥마을 교동 스테이.jpg,35.815991,127.1514283
전주 한옥마을 동락원,게하 · 한옥,0.0,0,전북특별자치도 전주시 완산구 은행로 33-6,y,전주 한옥마을 동락원.jpg,35.816802,127.1527893
전주 감성한옥 하루 독채펜션,펜션,0.0,0,전북특별자치도 전주시 완산구 태조로 12-16,y,전주 감성한옥 하루 독채펜션.jpg,35.81551,127.1532839
전주 스테이 구월,홈&빌라,0.0,0,전북특별자치도 전주시 완산구 기린대로 68-7,y,전주 스테이 구월.jpg,35.8154957,127.1551236
전주 대명여관 게스트하우스,게하 · 한옥NEW,0.0,0,전북특별자치도 전주시 완산구 풍남문4길 25-10,y,전주 대명여관 게스트하우스.jpg,35.8148367,127.1449751
전주한옥마을 풍남양옥,게하 · 한옥,0.0,0,전북특별자치도 전주시 완산구 은행로 29-9,y,전주한옥마을 풍남양옥.jpg,35.817257,127.1524612
오붓,홈&빌라,0.0,0,전북특별자치도 전주시 완산구 서신천변3길 3,y,오붓.jpg,35.8277724,127.1138727
전주 동백하우스,게하 · 한옥,0.0,0,전북특별자치도 전주시 완산구 천경로 21,y,전주 동백하우스.jpg,35.8082584,127.1530595
전주 천동로 선우가,홈&빌라,0.0,0,전북특별자치도 전주시 완산구 전주천동로 50,y,전주 천동로 선우가.jpg,35.8114546,127.1551964
전주 해피니스온 자쿠지 독채 펜션,펜션,0.0,0,전북특별자치도 전주시 완산구 전주천동로 64-6,y,전주 해피니스온 자쿠지 독채 펜션.jpg,35.8113246,127.1535563
전주 한옥 초승달 게스트하우스,게하 · 한옥,0.0,0,전북특별자치도 전주시 완산구 향교길 56-9,y,전주 한옥 초승달 게스트하우스.jpg,35.811498,127.1525526
전주 J&J 게스트하우스,게하 · 한옥,0.0,0,전북특별자치도 전주시 완산구 현무3길 60,y,전주 J&J 게스트하우스.jpg,35.8223588,127.1500761
