name,category,rating_score,rating_count,feature,addr,source,image,lat,lng
전주 루이호텔,모텔/호텔,4.5,610,전주 한옥마을 차량 10분거리,전북특별자치도 전주시 완산구 한두평2길 10,n,전주 루이호텔.jpg,35.8134288,127.1240704
호텔 투썸스테이 전주 서신점,모텔/호텔,4.6,49,롯데백화점 전주점 도보로 3분 거리,전북특별자치도 전주시 완산구 여울로 31,n,호텔 투썸스테이 전주 서신점.jpg,35.8359971,127.1200342
베니키아 전주 한성 호텔,모텔/호텔,4.3,95,전주한옥마을 1,전북특별자치도 전주시 완산구 전주객사5길 43-3,n,베니키아 전주 한성 호텔.jpg,35.8198606,127.1448149
호텔어라이브 전주 시화연풍,모텔/호텔,5.0,39,전주한옥마을 도보 15분 거리,전북특별자치도 전주시 완산구 풍남문3길 9-5,n,호텔어라이브 전주 시화연풍.jpg,35.8139527,127.1467273
전주 한옥마을 꽃자리,펜션,4.9,45,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-23,n,전주 한옥마을 꽃자리.jpg,35.8162973,127.1510912
전주 풍남가족호텔(구.풍남관광호텔),모텔/호텔,4.6,17,전주 한옥마을 차량 8분,전북특별자치도 전주시 완산구 전주객사2길 45-7,n,전주 풍남가족호텔(구.풍남관광호텔).jpg,35.8184977,127.1401717
전주 전주한옥온유,펜션,4.9,23,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 107,n,전주 전주한옥온유.jpg,35.8155132,127.1541334
전주 데이나이스,모텔/호텔,4.6,597,전주 효자동 인근,전북특별자치도 전주시 완산구 홍산북로 46,n,전주 데이나이스.jpg,35.8172929,127.1069878
전주 우아동 래미안,모텔/호텔,4.3,532,한옥마을10분전주역2분버스터미널7분,전북특별자치도 전주시 덕진구 아중4길 6-1,n,전주 우아동 래미안.jpg,35.8309586,127.1742425
전주 호텔유,모텔/호텔,4.6,195,효자동 신시가지 내 위치,전북특별자치도 전주시 완산구 홍산북로 84-12,n,전주 호텔유.jpg,35.817066,127.1104675
전주 호텔 써밋스테이,모텔/호텔,4.6,250,한옥마을 10분 거리,전북특별자치도 전주시 덕진구 산정3길 2,n,전주 호텔 써밋스테이.jpg,35.8372357,127.1708798
전주 우아동 어제처럼,모텔/호텔,4.7,58,전주시 덕진구 우아1동,전북특별자치도 전주시 덕진구 도당산4길 10,n,전주 우아동 어제처럼.jpg,35.8481355,127.1595695
전주 호텔야자 중화산점,모텔/호텔,4.6,452,완산구청 5분 이내위치보기,전북특별자치도 전주시 완산구 한두평3길 5,n,전주 호텔야자 중화산점.jpg,35.8148938,127.1234975
전주 한옥마을 한옥고택 고을,펜션,5.0,31,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-7,n,전주 한옥마을 한옥고택 고을.jpg,35.8162452,127.1514991
전주 가인,모텔/호텔,3.4,20,전주시 덕진구 우아1동,전북특별자치도 전주시 덕진구 우아1길 19,n,전주 가인.jpg,35.8479238,127.1548023
전주 중화산동 프린스,모텔/호텔,4.6,208,한두평공원 2분거리,전북특별자치도 전주시 완산구 한두평1길 9,n,전주 중화산동 프린스.jpg,35.8126426,127.1242033
전주 호텔 어반스테이아중점,모텔/호텔,4.9,204,전주 출장여행 추천 신축호텔,전북특별자치도 전주시 덕진구 정언신로 170,n,전주 호텔 어반스테이아중점.jpg,35.831211,127.1720514
전주 영하우스,펜션,4.9,14,전주시 완산구 노송동,전북특별자치도 전주시 완산구 팔달로 292-4,n,전주 영하우스.jpg,35.8279395,127.1428937
전주 중화산동 알프스,모텔/호텔,3.9,386,전주 완산구 중화산동2가 위치,전북특별자치도 전주시 완산구 한두평1길 13-5,n,전주 중화산동 알프스.jpg,35.8129534,127.1242667
전주 료칸호텔엣지,모텔/호텔,4.9,30,전주역 3분 한옥마을 10분,전북특별자치도 전주시 덕진구 산정2길 28-5,n,전주 료칸호텔엣지.jpg,35.8389367,127.1687206
전주 우아동 프린스,모텔/호텔,3.9,582,한옥마을10분 전주역2분,전북특별자치도 전주시 덕진구 동부대로 441,n,전주 우아동 프린스.jpg,35.8315254,127.1743418
전주 진북동 장미,모텔/호텔,4.5,149,전주한옥마을 차량 3분,전북특별자치도 전주시 덕진구 안덕원로 106-10,n,전주 진북동 장미.jpg,35.8292055,127.1421034
전주 전주이야기펜션,펜션,5.0,18,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 동부대로 82-2,n,전주 전주이야기펜션.jpg,35.8027002,127.1930554
전주 MH HOTEL 객리단길점,모텔/호텔,4.8,90,차이나거리걷고싶은거리 도보 2분,전북특별자치도 전주시 완산구 전주천동로 232,n,전주 MH HOTEL 객리단길점.jpg,35.8171608,127.1395521
전주 더케이,모텔/호텔,4.3,797,완산구청 근처,전북특별자치도 전주시 완산구 한두평1길 10,n,전주 더케이.jpg,35.8123865,127.1240179
전주 금암동 비스트,모텔/호텔,3.7,2863,버스터미널 1분전주역한옥마을 10분,전북특별자치도 전주시 덕진구 용산3길 12,n,전주 금암동 비스트.jpg,35.8366064,127.1321832
전주 온고을 한옥스테이,게스트하우스,4.7,179,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 향교길 51-10,n,전주 온고을 한옥스테이.jpg,35.8122749,127.1525107
전주 금암동 스카이쇼1 무인텔,모텔/호텔,4.0,440,터미널1분전주역한옥마을10분,전북특별자치도 전주시 덕진구 용산2길 11,n,전주 금암동 스카이쇼1 무인텔.jpg,35.8360925,127.1314734
전주 한옥마을 서선야,게스트하우스,5.0,63,한옥마을 제 1주차장에서 3분 거리,전북특별자치도 전주시 완산구 동문길 19-6,n,전주 한옥마을 서선야.jpg,35.819048,127.152714
전주 카누KANU,모텔/호텔,4.8,598,한옥마을10분 전주역2분클릭,전북특별자치도 전주시 덕진구 산정2길 12-7,n,전주 카누KANU.jpg,35.8377847,127.1693676
전주 대명여관펜션,펜션,4.5,42,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 풍남문4길 25-10,n,전주 대명여관펜션.jpg,35.8148367,127.1449751
전주 우아동 맨하탄,모텔/호텔,4.6,37,전주역 2분 거리,전북특별자치도 전주시 덕진구 도당산3길 8-2,n,전주 우아동 맨하탄.jpg,35.8470989,127.1558574
전주 진북동 경동,모텔/호텔,4.2,210,덕진구청 4분 거리,전북특별자치도 전주시 덕진구 안덕원로 106-12,n,전주 진북동 경동.jpg,35.8291626,127.1422392
전주한옥마을 덕수궁,게스트하우스,4.6,146,전주 한옥마을 도보 3분,전북특별자치도 전주시 완산구 간납로 10,n,전주한옥마을 덕수궁.jpg,35.8166144,127.1557394
전주 한옥마을 한옥마당 행랑채,펜션,5.0,21,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 80-13,n,전주 한옥마을 한옥마당 행랑채.jpg,35.8113183,127.1520577
전주 한옥마을 그리운 집,게스트하우스,5.0,58,한옥마을,전북특별자치도 전주시 완산구 향교길 23-3,n,전주 한옥마을 그리운 집.jpg,35.8118243,127.1507568
전주한옥마을 아침스테이,펜션,5.0,14,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 팔달로 150-5,n,전주한옥마을 아침스테이.jpg,35.815924,127.1483312
블루보트 게스트하우스 전주점,게스트하우스,5.0,56,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 충경로 75,n,블루보트 게스트하우스 전주점.jpg,35.8188634,127.1473027
전주 꽃무릇펜션,펜션,3.5,50,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 155-14,n,전주 꽃무릇펜션.jpg,35.812433,127.1588371
전주 신시가지 스테이호텔,모텔/호텔,5.0,5,신시가지 메인거리 안쪽 첫번째 위치,전북특별자치도 전주시 완산구 홍산북로 60-8,n,전주 신시가지 스테이호텔.jpg,35.8170692,127.1082546
전주 오페라 21,모텔/호텔,3.3,208,전주한옥마을 406,전북특별자치도 전주시 덕진구 정언신로 186,n,전주 오페라 21.jpg,35.8317364,127.1735883
전주 호텔폭스FOX 2.0,모텔/호텔,4.6,375,전주버스터미널 차량 11분,전북특별자치도 전주시 완산구 홍산북로 58,n,전주 호텔폭스FOX 2.0.jpg,35.8172936,127.1081653
전주 샵 호텔SHARP HOTEL,모텔/호텔,4.5,168,전주역 5분한옥마을 7분터미널 10분,전북특별자치도 전주시 덕진구 산정3길 22,n,전주 샵 호텔SHARP HOTEL.jpg,35.8386203,127.1697708
전주 교동가온 한옥스테이,게스트하우스,5.0,40,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 73-1,n,전주 교동가온 한옥스테이.jpg,35.8134644,127.1530339
전주 우아동 쉐르빌,모텔/호텔,4.2,156,아중역폐역에서 도보5분,전북특별자치도 전주시 덕진구 아중4길 9,n,전주 우아동 쉐르빌.jpg,35.830494,127.1743067
전주 한옥마을 뜰안채 신관,게스트하우스,5.0,28,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 어진길 94-5,n,전주 한옥마을 뜰안채 신관.jpg,35.8171209,127.1493355
전주 한옥마을 별빛궁,게스트하우스,5.0,50,경기전 오목대 도보3분,전북특별자치도 전주시 완산구 태조로 12-18,n,전주 한옥마을 별빛궁.jpg,35.8156352,127.1533232
향교길선우가,펜션,5.0,15,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 155-13,n,향교길선우가.jpg,35.8127578,127.1582168
전주 HOTEL SOUNDS 호텔사운즈,모텔/호텔,3.4,65,중화산동호텔사운즈,전북특별자치도 전주시 완산구 한두평3길 7-6,n,전주 HOTEL SOUNDS 호텔사운즈.jpg,35.8151328,127.1239257
별둘 자쿠지 독채 펜션,펜션,5.0,3,전주시 완산구 노송동,전북특별자치도 전주시 완산구 간납대2길 59-3,n,별둘 자쿠지 독채 펜션.jpg,35.8165528,127.1601392
전주 한옥마을돼지꿈한옥펜션,펜션,4.5,8,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-36,n,전주 한옥마을돼지꿈한옥펜션.jpg,35.8168898,127.1517933
전주 한옥마을 교동살래,게스트하우스,4.5,135,한옥마을 인근 위치,전북특별자치도 전주시 완산구 전주천동로 66-1,n,전주 한옥마을 교동살래.jpg,35.8112537,127.1533454
전주 한옥마을하늘애한옥펜션,펜션,5.0,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 33-11,n,전주 한옥마을하늘애한옥펜션.jpg,35.8189554,127.1525157
전주 한옥마을 인디고,게스트하우스,4.9,16,전주한옥마을공용주차장도보로 35분소요,전북특별자치도 전주시 완산구 은행로 5-9,n,전주 한옥마을 인디고.jpg,35.8196952,127.1522039
전주 봄 하루,펜션,4.0,1,풍남문 도보 2분 한옥마을 도보 3분,전북특별자치도 전주시 완산구 풍남문3길 9-16,n,전주 봄 하루.jpg,35.8141673,127.1466947
전주 안녕 제제 옥상달빛,게스트하우스,5.0,13,전주한옥마을내 경기전 뒷편 위치,전북특별자치도 전주시 완산구 전동성당길 33-9,n,전주 안녕 제제 옥상달빛.jpg,35.8176774,127.1494163
전주 한옥마을 한옥숙박예쁘다펜션,펜션,5.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 어진길 59,n,전주 한옥마을 한옥숙박예쁘다펜션.jpg,35.8173222,127.151435
전주 한옥마을 고희,펜션,4.3,7,전주시 완산구 완산동,전북특별자치도 전주시 완산구 빙고리3길 5,n,전주 한옥마을 고희.jpg,35.812584,127.1379878
전주 엑스오 XO 호텔,모텔/호텔,4.3,40,전주고속버스터미널 도보 4분,전북특별자치도 전주시 덕진구 용산1길 17-1,n,전주 엑스오 XO 호텔.jpg,35.8352114,127.1311049
전주 서노송동 코아,모텔/호텔,4.1,50,눌러서 위치 확인하기,전북특별자치도 전주시 완산구 팔달로 286-7,n,전주 서노송동 코아.jpg,35.8278678,127.1432719
전주 동산동 편백,모텔/호텔,3.5,156,전주 동산동 반월동 만성동 숙박,전북특별자치도 전주시 덕진구 편운로 7,n,전주 동산동 편백.jpg,35.8714118,127.0773567
24게스트하우스 전주점,게스트하우스,4.7,108,전주 시청 근처,전북특별자치도 전주시 완산구 현무3길 56,n,24게스트하우스 전주점.jpg,35.8221964,127.1503411
전주 타임,모텔/호텔,4.2,121,전주고속버스터미널 도보 4분,전북특별자치도 전주시 덕진구 용산1길 11,n,전주 타임.jpg,35.835438,127.1305734
더정가 스테이,펜션,4.7,14,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 기린대로 76,n,더정가 스테이.jpg,35.8160631,127.1549795
전주 천년의아침,펜션,5.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 기린대로 71-1,n,전주 천년의아침.jpg,35.8156431,127.1542992
전주 호스텔&게스트하우스,게스트하우스,5.0,34,전주역에서 도보 1분,전북특별자치도 전주시 덕진구 동부대로 694-8,n,전주 호스텔&게스트하우스.jpg,35.8507863,127.1607452
전주 천동로선우가,펜션,5.0,5,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 50,n,전주 천동로선우가.jpg,35.8114546,127.1551964
전주 진북동 하얀,모텔/호텔,4.0,3,덕진구청 차량 약 4분,전북특별자치도 전주시 덕진구 안덕원로 106-8,n,전주 진북동 하얀.jpg,35.8292603,127.1419738
전주 한옥마을 다정 게스트하우스,게스트하우스,5.0,21,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 전동성당길 30,n,전주 한옥마을 다정 게스트하우스.jpg,35.8176107,127.1487075
전주 예술인의집마담초이펜션,펜션,5.0,1,한옥마을은 도보로 3분 거리,전북특별자치도 전주시 완산구 서학로 16-5,n,전주 예술인의집마담초이펜션.jpg,35.8095569,127.1512082
전주 제니홈 게스트하우스,게스트하우스,5.0,32,전주역,전북특별자치도 전주시 덕진구 장재안길 6,n,전주 제니홈 게스트하우스.jpg,35.851708,127.1598629
전주 이오당펜션,펜션,4.3,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 45-43,n,전주 이오당펜션.jpg,35.812533,127.1540642
전주 중노송동 파인,모텔/호텔,3.3,64,전주한옥마을 5분위치보기,전북특별자치도 전주시 완산구 현무3길 54,n,전주 중노송동 파인.jpg,35.8220979,127.1504584
전주 이가 한옥 본관,펜션,4.3,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 간납로 8,n,전주 이가 한옥 본관.jpg,35.8165897,127.1555845
전주 한옥마을 어울림,펜션,5.0,12,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 75-5,n,전주 한옥마을 어울림.jpg,35.8133028,127.1532698
전주 타미호텔TOMMY HOTEL,모텔/호텔,4.0,56,전주 덕진공원 바로 앞 위치,전북특별자치도 전주시 덕진구 권삼득로 383,n,전주 타미호텔TOMMY HOTEL.jpg,35.8466493,127.1210633
전주 사랑루 한옥스테이,게스트하우스,4.7,37,전주 한옥마을 내 위치한벽문화관 50,전북특별자치도 전주시 완산구 전주천동로 58-5,n,전주 사랑루 한옥스테이.jpg,35.8114359,127.1541072
전주 동락원,펜션,4.7,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 33-6,n,전주 동락원.jpg,35.816802,127.1527893
전주 들꽃사랑채펜션,펜션,5.0,5,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 51-16,n,전주 들꽃사랑채펜션.jpg,35.8124349,127.1525256
전주 고사동 씨네마,모텔/호텔,5.0,44,전주영화제작소 앞영화의거리위치보기,전북특별자치도 전주시 완산구 전주객사3길 27,n,전주 고사동 씨네마.jpg,35.8184981,127.1421392
전주 소소한 한옥,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 5-7,n,전주 소소한 한옥.jpg,35.8196906,127.1520861
전주 한옥마을 꼴 게스트하우스,게스트하우스,5.0,28,전주시청 인근,전북특별자치도 전주시 완산구 은행로 21-1,n,전주 한옥마을 꼴 게스트하우스.jpg,35.8181143,127.1521718
전주 한옥마을 분 게스트하우스,게스트하우스,5.0,13,경기전,전북특별자치도 전주시 완산구 전동성당길 33-6,n,전주 한옥마을 분 게스트하우스.jpg,35.817425,127.1492188
스테이 선선 하늬,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전동성당길 62-6,n,스테이 선선 하늬.jpg,35.8163301,127.1486895
전주 봄날,펜션,5.0,1,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 서학3길 44,n,전주 봄날.jpg,35.8074583,127.1518758
전주 한옥마을 예당한옥펜션,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 51-9,n,전주 한옥마을 예당한옥펜션.jpg,35.815388,127.1530312
전주 효자동 캐슬,모텔/호텔,4.1,32,전주 서부시장 근처,전북특별자치도 전주시 완산구 효동2길 17-4,n,전주 효자동 캐슬.jpg,35.8046616,127.1270055
전주 한옥마을 더 머뭄,게스트하우스,4.7,67,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-25,n,전주 한옥마을 더 머뭄.jpg,35.8164736,127.1510566
전주 푸른솔펜션,펜션,5.0,8,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 내원당길 92-7,n,전주 푸른솔펜션.jpg,35.7925959,127.1703214
전주 한옥이야기펜션,펜션,4.3,6,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 83-12,n,전주 한옥이야기펜션.jpg,35.8122682,127.1534431
전주 금암동 나라,모텔/호텔,5.0,19,버스터미널 도보 5분,전북특별자치도 전주시 덕진구 가리내로 37,n,전주 금암동 나라.jpg,35.8338924,127.1321267
전주 한옥마을 산민재펜션,펜션,5.0,1,50 전주향교30 전주 전통한옥식당,전북특별자치도 전주시 완산구 향교길 153,n,전주 한옥마을 산민재펜션.jpg,35.8122803,127.1580166
전주 한옥마을 어린왕자 게스트하우스,게스트하우스,5.0,33,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 태조로 14-1,n,전주 한옥마을 어린왕자 게스트하우스.jpg,35.8150769,127.1531901
전주 한옥마을 꽃밭정원 예쁜집 좋은날,펜션,5.0,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전동성당길 37-7,n,전주 한옥마을 꽃밭정원 예쁜집 좋은날.jpg,35.8172336,127.1492699
전주 어사화,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 106-1,n,전주 어사화.jpg,35.8155029,127.153791
전주 한옥토박이펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 74-15,n,전주 한옥토박이펜션.jpg,35.8135939,127.1521571
전주 우아동 CF(씨에프),모텔/호텔,4.3,15,전주한옥마을 차량 8분,전북특별자치도 전주시 덕진구 아중4길 10-5,n,전주 우아동 CF(씨에프).jpg,35.831077,127.1737114
전주 한옥마을 소리풍경,펜션,4.0,12,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 12-5,n,전주 한옥마을 소리풍경.jpg,35.8153532,127.1532166
전주 한옥마을 서쪽 독채,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 간납대2길 18,n,전주 한옥마을 서쪽 독채.jpg,35.8167628,127.1580189
전주한옥마을 연우당,게스트하우스,4.8,13,오목대 도보4분거리,전북특별자치도 전주시 완산구 태조로 12-17,n,전주한옥마을 연우당.jpg,35.8155726,127.1530973
전주 제인당,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 26-40,n,전주 제인당.jpg,35.8152515,127.1518766
전주 한옥마을 감영루,모텔/호텔,2.8,228,전주한옥마을 도보 3분,전북특별자치도 전주시 완산구 풍남문4길 26-42,n,전주 한옥마을 감영루.jpg,35.814691,127.1459022
전주 우아동 아미르,모텔/호텔,3.5,212,전주역에서 자가용 2분거리 위치,전북특별자치도 전주시 덕진구 아중2길 14-4,n,전주 우아동 아미르.jpg,35.8298055,127.1741726
전주 청나루한옥펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 7,n,전주 청나루한옥펜션.jpg,35.8163172,127.1537401
전주 한옥마을이화고택펜션,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 91,n,전주 한옥마을이화고택펜션.jpg,35.8162694,127.1540498
참다원,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 155-9,n,참다원.jpg,35.8125675,127.1581661
전주 우아동 레드,모텔/호텔,2.0,9,전주역 5분 거리,전북특별자치도 전주시 덕진구 아중4길 20-2,n,전주 우아동 레드.jpg,35.8305541,127.1732321
전주 한옥마을금원당한옥펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 54-1,n,전주 한옥마을금원당한옥펜션.jpg,35.8114572,127.154589
전주 금암동 쇼 드라이브인,모텔/호텔,4.8,12,전주버스터미널까지 도보 1분,전북특별자치도 전주시 덕진구 용산2길 10,n,전주 금암동 쇼 드라이브인.jpg,35.8360127,127.1311716
전주 한옥마을 사랑가득,게스트하우스,4.5,35,한옥마을,전북특별자치도 전주시 완산구 향교길 149-8,n,전주 한옥마을 사랑가득.jpg,35.8124117,127.1579886
전주 한옥펜션 첼로네,펜션,5.0,4,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 68-16,n,전주 한옥펜션 첼로네.jpg,35.8169688,127.1531264
전주 한옥초정전주한옥마을,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 88,n,전주 한옥초정전주한옥마을.jpg,35.8117997,127.1543741
전주 한옥마을 나무그늘펜션,펜션,4.5,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 178,n,전주 한옥마을 나무그늘펜션.jpg,35.8114853,127.1514259
전주 한옥마을숙박 꿈 한옥스테이,게스트하우스,4.5,23,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 85-11,n,전주 한옥마을숙박 꿈 한옥스테이.jpg,35.8125306,127.1543138
전주 청사초롱 태조로점,펜션,4.3,4,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 25-10,n,전주 청사초롱 태조로점.jpg,35.8141316,127.1517497
전주 한옥마을 한옥솔솔,펜션,5.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 31,n,전주 한옥마을 한옥솔솔.jpg,35.8156907,127.1510991
전주 한옥마을김명옥숙박문화관펜션,펜션,4.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 기린대로 78,n,전주 한옥마을김명옥숙박문화관펜션.jpg,35.8161948,127.1549658
전주 한옥마을풍남헌고택펜션,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 35,n,전주 한옥마을풍남헌고택펜션.jpg,35.8167969,127.1524193
전주 한옥마을홍시한옥펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 51-11,n,전주 한옥마을홍시한옥펜션.jpg,35.8152857,127.1529896
전주 한옥마을 가인당 안채,펜션,4.5,2,한옥마을 내,전북특별자치도 전주시 완산구 경기전길 165-11,n,전주 한옥마을 가인당 안채.jpg,35.8123516,127.1518299
전주 한옥마을 유정 게스트하우스,게스트하우스,4.0,16,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 어진길 90-9,n,전주 한옥마을 유정 게스트하우스.jpg,35.8173369,127.1496062
전주 한옥마을 풍경게스트앤호텔,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 풍남문3길 28-4,n,전주 한옥마을 풍경게스트앤호텔.jpg,35.8152492,127.1474503
전주한옥마을 달달잠 독채 펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 간납대2길 28,n,전주한옥마을 달달잠 독채 펜션.jpg,35.8168166,127.1584988
전주한옥마을 풍남주택,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-39,n,전주한옥마을 풍남주택.jpg,35.816629,127.150801
전주 우아동 월드,모텔/호텔,5.0,17,전주역 도보 4분위치보기,전북특별자치도 전주시 덕진구 동부대로 700-11,n,전주 우아동 월드.jpg,35.8513184,127.160284
전주 우아동 블랙스톤,모텔/호텔,5.0,4,전주시 덕진구 우아1동,전북특별자치도 전주시 덕진구 도당산4길 58,n,전주 우아동 블랙스톤.jpg,35.8464055,127.1553918
전주 한옥마을 이화원고택펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 54-3,n,전주 한옥마을 이화원고택펜션.jpg,35.8115903,127.1546127
전주 한옥마을부용헌펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 149-3,n,전주 한옥마을부용헌펜션.jpg,35.8122483,127.1577186
전주 한옥마을 가원당,펜션,4.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 125-9,n,전주 한옥마을 가원당.jpg,35.8139228,127.1517894
전주 서노송동 기린장,모텔/호텔,4.0,16,전주시 완산구 노송동,전북특별자치도 전주시 완산구 노송광장로 59,n,전주 서노송동 기린장.jpg,35.8259695,127.1450785
전주 한옥마을 오목헌,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 76,n,전주 한옥마을 오목헌.jpg,35.8132501,127.152638
전주 한옥 이택구 사랑채 펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 11-5,n,전주 한옥 이택구 사랑채 펜션.jpg,35.8160819,127.1534564
전주 호텔 포레,모텔/호텔,3.6,7,위치 눌러서 보기,전북특별자치도 전주시 완산구 한두평3길 14-6,n,전주 호텔 포레.jpg,35.8145386,127.1242085
전주 한옥마을 푸른요람,게스트하우스,5.0,6,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 68-8,n,전주 한옥마을 푸른요람.jpg,35.8139198,127.1522947
전주 가은채펜션,펜션,4.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 68-13,n,전주 가은채펜션.jpg,35.8170759,127.1532739
전주 금암동 신성파크텔,모텔/호텔,4.7,83,전주시 덕진구 금암동,전북특별자치도 전주시 덕진구 용산1길 5,n,전주 금암동 신성파크텔.jpg,35.8357703,127.1302092
전주 완산골게스트하우스,펜션,0.0,0,전주시 완산구 완산동,전북특별자치도 전주시 완산구 전주천서로 139,n,전주 완산골게스트하우스.jpg,35.8111951,127.1462187
전주 한옥마을 가은채2,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 100-20,n,전주 한옥마을 가은채2.jpg,35.8155292,127.1534999
전주 한옥마을 근수네초가집펜션,펜션,5.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 25,n,전주 한옥마을 근수네초가집펜션.jpg,35.8131026,127.1549309
전주 서로 한옥펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 100-12,n,전주 서로 한옥펜션.jpg,35.8157687,127.1534713
전주 스테이리봄,펜션,4.7,15,전주시 덕진구 송천2동,전북특별자치도 전주시 덕진구 시천로 72-1,n,전주 스테이리봄.jpg,35.8658563,127.1147475
전주 신시가지 씨투,모텔/호텔,4.2,1128,신시가지 내 위치,전북특별자치도 전주시 완산구 홍산북로 70-7,n,전주 신시가지 씨투.jpg,35.8170681,127.1097807
전주 한옥스테이담길,펜션,0.0,0,전주 한옥마을 내,전북특별자치도 전주시 완산구 최명희길 8,n,전주 한옥스테이담길.jpg,35.8164896,127.1535801
전주 푸실 한옥펜션,펜션,0.0,29,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 149-12,n,전주 푸실 한옥펜션.jpg,35.8126725,127.1580133
전주 한옥마을객리단길독채펜션,펜션,0.0,0,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 충경로 19,n,전주 한옥마을객리단길독채펜션.jpg,35.8171726,127.1415779
