name,category,rating_score,rating_count,feature,addr,source,image,lat,lng
전주 한옥마을 태조마루,펜션,0.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 팔달로 150-15,n,전주 한옥마을 태조마루.jpg,35.8159608,127.1485113
전주 삼락헌한옥펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 47-8,n,전주 삼락헌한옥펜션.jpg,35.8156515,127.1527259
전주 호텔 투썸스테이 중화산점,모텔/호텔,4.9,9,전주의 중심 주요 목적지 차량 10분,전북특별자치도 전주시 완산구 어은로 12-4,n,전주 호텔 투썸스테이 중화산점.jpg,35.8163907,127.1241473
전주 풍류헌 한옥고택 독채,펜션,0.0,0,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 풍남문5길 21-7,n,전주 풍류헌 한옥고택 독채.jpg,35.8138174,127.1418456
전주한옥마을 공간의미 독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 자만동2길 40,n,전주한옥마을 공간의미 독채펜션.jpg,35.8144324,127.1577995
전주 윈,모텔/호텔,0.0,3,전북대학교 도보 3분,전북특별자치도 전주시 덕진구 명륜5길 12,n,전주 윈.jpg,35.8436787,127.1256668
전주 한옥마을 고현당,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 112-3,n,전주 한옥마을 고현당.jpg,35.8152722,127.153724
전주 어썸호텔,모텔/호텔,4.8,244,버스터미널 도보 1분,전북특별자치도 전주시 덕진구 용산1길 6-1,n,전주 어썸호텔.jpg,35.8354415,127.1301932
전주 감성한옥 하루 독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 12-16,n,전주 감성한옥 하루 독채펜션.jpg,35.81551,127.1532839
전주 한옥안 하루한팀펜션,펜션,0.0,0,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 원색장길 49-15,n,전주 한옥안 하루한팀펜션.jpg,35.8006882,127.1900968
전주 이화원힐링공간독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 76,n,전주 이화원힐링공간독채펜션.jpg,35.811737,127.1537668
전주 게스트하우스휴펜션,펜션,4.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 80-15,n,전주 게스트하우스휴펜션.jpg,35.8114671,127.1522042
전주 교동백작한옥스테이펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 165-16,n,전주 교동백작한옥스테이펜션.jpg,35.8123959,127.1521607
전주한옥마을 김명옥 별장펜션,펜션,0.0,0,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 내원당길 58-14,n,전주한옥마을 김명옥 별장펜션.jpg,35.7954446,127.1703516
전주 한옥마을 하늘풍경,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 51-13,n,전주 한옥마을 하늘풍경.jpg,35.8124588,127.1523779
전주 제인당풍남동점펜션,펜션,4.5,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 42-6,n,전주 제인당풍남동점펜션.jpg,35.8186015,127.1530048
전주 옹기종기한옥독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 33-21,n,전주 옹기종기한옥독채펜션.jpg,35.8185845,127.152824
전주 한옥마을 일락당사랑채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 17-5,n,전주 한옥마을 일락당사랑채펜션.jpg,35.8160976,127.1526761
전주 생황토방펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 125-16,n,전주 생황토방펜션.jpg,35.813781,127.1516704
전주 꿈꾸는날개한옥독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 자만동3길 24-1,n,전주 꿈꾸는날개한옥독채펜션.jpg,35.8145361,127.157394
전주 갤러리 스테이,게스트하우스,4.8,171,전주한옥마을 입구,전북특별자치도 전주시 완산구 동문길 54-23,n,전주 갤러리 스테이.jpg,35.8191815,127.1507331
전주 한옥마을박가네한옥펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 17-9,n,전주 한옥마을박가네한옥펜션.jpg,35.8160633,127.1530195
전주 뜨레가한옥펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로58-10,n,전주 뜨레가한옥펜션.jpg,35.8116319,127.1544078
전주 단경펜션,펜션,0.0,7,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 99,n,전주 단경펜션.jpg,35.8158498,127.154093
전주 건축의선율독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 11-3,n,전주 건축의선율독채펜션.jpg,35.816173,127.1534444
전주 한옥마을도화서가스테이독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 93,n,전주 한옥마을도화서가스테이독채펜션.jpg,35.8179977,127.1489808
전주 경기전별당채펜션,펜션,5.0,144,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 16-4,n,전주 경기전별당채펜션.jpg,35.8164182,127.1527611
전주 별하게스트하우스펜션,펜션,1.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 85-20,n,전주 별하게스트하우스펜션.jpg,35.8124382,127.1545026
전주 예술인의집 큰주댕이펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 26-45,n,전주 예술인의집 큰주댕이펜션.jpg,35.8166953,127.1511332
전주 한옥마을 산아래,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 56,n,전주 한옥마을 산아래.jpg,35.813153,127.1532925
전주 한옥마을 알콩달콩 다락방,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 153-6,n,전주 한옥마을 알콩달콩 다락방.jpg,35.8125153,127.1517009
전주 인재고택 학인당 Heritage Stay,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 45,n,전주 인재고택 학인당 Heritage Stay.jpg,35.8120504,127.1519992
전주 우아동 청담,모텔/호텔,4.5,2,전주역 차로 2분 거리,전북특별자치도 전주시 덕진구 우아3길 13,n,전주 우아동 청담.jpg,35.8487158,127.1555593
전주 한옥마을 예원당,게스트하우스,2.0,9,한옥마을,전북특별자치도 전주시 완산구 어진길 33-10,n,전주 한옥마을 예원당.jpg,35.8173376,127.152723
전주 니어리스트 게스트하우스,게스트하우스,1.0,39,전주 한옥마을 인근 위치,전북특별자치도 전주시 완산구 팔달로 202-14,n,전주 니어리스트 게스트하우스.jpg,35.8204225,127.1468359
전주 동백하우스,게스트하우스,0.0,0,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 천경로 21,n,전주 동백하우스.jpg,35.8082584,127.1530595
전주 하예랑 게스트하우스,펜션,0.0,0,전주시 덕진구 덕진동,전북특별자치도 전주시 덕진구 덕진연못2길 13-4,n,전주 하예랑 게스트하우스.jpg,35.8463496,127.122275
전주 J&J 게스트하우스,펜션,0.0,0,전주시 완산구 노송동,전북특별자치도 전주시 완산구 현무3길 60,n,전주 J&J 게스트하우스.jpg,35.8223588,127.1500761
전주 백희게스트하우스펜션,펜션,0.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 어진길 94-6,n,전주 백희게스트하우스펜션.jpg,35.8170819,127.1495244
전주 대성정담한옥펜션,펜션,0.0,2,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 고덕산1길 30,n,전주 대성정담한옥펜션.jpg,35.796719,127.1783029
전주 한옥마을 별빛 쉼터,펜션,0.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 42-9,n,전주 한옥마을 별빛 쉼터.jpg,35.8113174,127.1519307
전주 한옥마을 흥부가,게스트하우스,0.0,37,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 태조로 26-34,n,전주 한옥마을 흥부가.jpg,35.8151161,127.1519716
전주 인후동 뉴하얏트,모텔/호텔,1.0,10,안골네거리 인근,전북특별자치도 전주시 덕진구 팽나무4길 17,n,전주 인후동 뉴하얏트.jpg,35.8350179,127.1547318
전주 한옥마을 꽃잠,펜션,5.0,50,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 19-14,n,전주 한옥마을 꽃잠.jpg,35.8187132,127.1528477
전주 가락청 게스트하우스,펜션,4.9,27,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 68,n,전주 가락청 게스트하우스.jpg,35.81726,127.1535505
전주 똘랑코티지한옥독채펜션,펜션,0.0,1,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 서학로 63-17,n,전주 똘랑코티지한옥독채펜션.jpg,35.8099012,127.1563485
전주 달님 게스트하우스,게스트하우스,0.0,1,전주한옥마을 도보5분,전북특별자치도 전주시 완산구 동문길 101,n,전주 달님 게스트하우스.jpg,35.8178593,127.1485192
전주 중화산동 파라다이스,모텔/호텔,0.0,12,전주시 완산구 중화산1동,전북특별자치도 전주시 완산구 한두평2길 13-5,n,전주 중화산동 파라다이스.jpg,35.8140039,127.1242263
전주 여지 게스트하우스,게스트하우스,4.5,207,전주한옥마을 인근,전북특별자치도 전주시 완산구 팔달로 202-16,n,전주 여지 게스트하우스.jpg,35.820448,127.1469691
전주 신시가지 오스카,모텔/호텔,4.3,1977,전주 신시가지내 위치,전북특별자치도 전주시 완산구 홍산북로 84-6,n,전주 신시가지 오스카.jpg,35.8170668,127.1108834
전주 한옥마을 너울가지,펜션,5.0,11,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 풍남문4길 16-9,n,전주 한옥마을 너울가지.jpg,35.8140572,127.1457388
전주 서서학동 나나,모텔/호텔,1.0,14,전주한옥마을 차량 6분,전북특별자치도 전주시 완산구 서학로 11,n,전주 서서학동 나나.jpg,35.8098726,127.1506458
전주 도원 게스트하우스,게스트하우스,0.0,51,전주한옥마을 근처,전북특별자치도 전주시 완산구 팔달로 58-3,n,전주 도원 게스트하우스.jpg,35.8078165,127.1501956
전주 퐁당 한옥스테이,게스트하우스,0.0,2,한옥마을 위치,전북특별자치도 전주시 완산구 은행로 97,n,전주 퐁당 한옥스테이.jpg,35.8113353,127.1532296
전주 덕진동 연화,모텔/호텔,0.0,20,덕진공원 앞,전북특별자치도 전주시 덕진구 덕진연못3길 8-2,n,전주 덕진동 연화.jpg,35.8465689,127.1208134
전주 산정동 코자자,모텔/호텔,3.8,1432,한옥마을10분 전주역2분,전북특별자치도 전주시 덕진구 산정2길 18,n,전주 산정동 코자자.jpg,35.8378143,127.1690868
전주 산정동 태극,모텔/호텔,0.0,43,눌러서 위치 확인,전북특별자치도 전주시 덕진구 산정1길 28,n,전주 산정동 태극.jpg,35.8385391,127.1678983
전주 오래된미래 게스트하우스,게스트하우스,0.0,9,한벽굴 인근스물다섯 스물하나 촬영지,전북특별자치도 전주시 완산구 바람쐬는길 35-19,n,전주 오래된미래 게스트하우스.jpg,35.8111219,127.1632802
전주 한옥마을 다래헌,게스트하우스,0.0,1,동학혁명 기념관 인근,전북특별자치도 전주시 완산구 은행로 51-3,n,전주 한옥마을 다래헌.jpg,35.8155418,127.1528817
전주한옥마을 다락,게스트하우스,1.0,10,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 경기전길 57-6,n,전주한옥마을 다락.jpg,35.8168487,127.1509207
전주 한옥마을 한옥미쁨,게스트하우스,5.0,69,전주 한옥마을,전북특별자치도 전주시 완산구 은행로 15-6,n,전주 한옥마을 한옥미쁨.jpg,35.818589,127.152195
라한호텔 전주,모텔/호텔,4.6,1668,전주한옥마을 안에 위치,전북특별자치도 전주시 완산구 기린대로 85,n,라한호텔 전주.jpg,35.817109,127.1541068
전주 한옥마을장수펜션,펜션,3.6,23,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 55-1,n,전주 한옥마을장수펜션.jpg,35.815045,127.1528524
전주 수호텔,모텔/호텔,4.8,18,전주역 5분 거리,전북특별자치도 전주시 덕진구 아중4길 20-4,n,전주 수호텔.jpg,35.8306932,127.1731595
전주 중화산동 로데오,모텔/호텔,3.3,1620,완산구청 선너머네거리 부근,전북특별자치도 전주시 완산구 한두평1길 14,n,전주 중화산동 로데오.jpg,35.8122977,127.1244863
전주 한옥마을 한옥독채풀빌라스테이소월,펜션,5.0,6,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 97-16,n,전주 한옥마을 한옥독채풀빌라스테이소월.jpg,35.8123204,127.1555232
전주 한옥 스테이 사라,펜션,5.0,15,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 16-5,n,전주 한옥 스테이 사라.jpg,35.8164464,127.1525579
전주 우아동 첫마중,모텔/호텔,3.0,221,눌러서 위치확인,전북특별자치도 전주시 덕진구 도당산로 68,n,전주 우아동 첫마중.jpg,35.8477179,127.1576051
전주 금암동 로즈마리,모텔/호텔,4.0,191,전주고속버스터미널 인근 위치,전북특별자치도 전주시 덕진구 용산1길 11-1,n,전주 금암동 로즈마리.jpg,35.8355324,127.1307055
전주한옥마을 예술가의집 시간무늬,펜션,5.0,1,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 천경로 15-16,n,전주한옥마을 예술가의집 시간무늬.jpg,35.808378,127.1529183
전주 알지비 게스트하우스,게스트하우스,5.0,35,한옥마을내 위치,전북특별자치도 전주시 완산구 전주천동로 86-1,n,전주 알지비 게스트하우스.jpg,35.8110615,127.1511705
전주 인후동 라임 무인텔,모텔/호텔,2.3,11,전주한옥마을 10분,전북특별자치도 전주시 덕진구 팽나무4길 22-4,n,전주 인후동 라임 무인텔.jpg,35.8347401,127.1541117
전주 우아동 호텔단아,모텔/호텔,5.0,13,한옥마을 차량 10분,전북특별자치도 전주시 덕진구 아중4길 14-11,n,전주 우아동 호텔단아.jpg,35.831324,127.1729591
전주 우아동 D드라이브인 무인텔,모텔/호텔,3.8,21,전주시 덕진구 우아2동,전북특별자치도 전주시 덕진구 아중2길 10-5,n,전주 우아동 D드라이브인 무인텔.jpg,35.8300786,127.1742342
전주 한옥마을 행복가득,게스트하우스,5.0,27,전주 한옥마을 내에 위치,전북특별자치도 전주시 완산구 전주천동로 64-3,n,전주 한옥마을 행복가득.jpg,35.8114708,127.1534622
전주 소소정,펜션,5.0,4,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 155-11,n,전주 소소정.jpg,35.812667,127.1581868
전주 사랑나무한옥펜션,펜션,4.6,5,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 96,n,전주 사랑나무한옥펜션.jpg,35.8114359,127.1527214
전주 1928 쉼마루 한옥스테이,게스트하우스,5.0,36,전주한옥마을 내 위치,전북특별자치도 전주시 완산구 향교길 51-4,n,전주 1928 쉼마루 한옥스테이.jpg,35.8119175,127.1525294
전주 한옥마을 호스텔 Ark,펜션,5.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 기린대로 68,n,전주 한옥마을 호스텔 Ark.jpg,35.8154927,127.1550009
전주 호텔 늘,모텔/호텔,4.7,45,한옥마을10분 전주역2분 버스터미널7분,전북특별자치도 전주시 덕진구 아중4길 23,n,전주 호텔 늘.jpg,35.8298931,127.1727387
전주 한옥마을 강령전,게스트하우스,5.0,16,전주 한옥마을 내 위치,전북특별자치도 전주시 완산구 태조로 26-24,n,전주 한옥마을 강령전.jpg,35.8149912,127.1519082
전주 한옥마을 달빛향,펜션,5.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 64-16,n,전주 한옥마을 달빛향.jpg,35.8114624,127.1536694
전주 태평동 케이비호텔,모텔/호텔,2.0,31,전주시 완산구 중앙동,전북특별자치도 전주시 완산구 대동로 65-3,n,전주 태평동 케이비호텔.jpg,35.8227054,127.1429513
전주 휴게스트하우스,펜션,4.5,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 50-7,n,전주 휴게스트하우스.jpg,35.8132465,127.153409
전주 명문가 한옥스테이,게스트하우스,3.7,4,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 50-3,n,전주 명문가 한옥스테이.jpg,35.8131322,127.1534417
전주 한옥마을숙박 가인당,펜션,5.0,1,한옥마을 내,전북특별자치도 전주시 완산구 경기전길 165-9,n,전주 한옥마을숙박 가인당.jpg,35.8122682,127.1518201
전주한옥마을 자만재,펜션,0.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 45-31,n,전주한옥마을 자만재.jpg,35.812726,127.1540562
전주 그날을담다,펜션,0.0,0,전북특별자치도 전주시 완산구 풍남문5길 237,전북특별자치도 전주시 완산구 풍남문5길 23-7,n,전주 그날을담다.jpg,35.8138955,127.1413359
전주 루와펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 145-16,n,전주 루와펜션.jpg,35.8127958,127.1576496
전주 그리고봄 독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 65-11,n,전주 그리고봄 독채펜션.jpg,35.8141562,127.1533539
전주 모련,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 82,n,전주 모련.jpg,35.8117932,127.1540674
전주 전주하숙,게스트하우스,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 풍남문2길 98-6,n,전주 전주하숙.jpg,35.8138085,127.1447055
전주한옥마을 하늘기와,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 54-8,n,전주한옥마을 하늘기와.jpg,35.811618,127.1548358
전주 건축의선율,펜션,0.0,0,전주시 덕진구 덕진동,전북특별자치도 전주시 덕진구 가련산로 7,n,전주 건축의선율.jpg,35.8409443,127.1098429
전주 해밀 펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 19-23,n,전주 해밀 펜션.jpg,35.8125114,127.149941
전주 스테이 한울자쿠지독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 84-10,n,전주 스테이 한울자쿠지독채펜션.jpg,35.8125829,127.1523405
전주 나루한옥스테이,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 58,n,전주 나루한옥스테이.jpg,35.8113602,127.1543969
전주한옥마을 나성하우스,게스트하우스,0.0,0,전주시 덕진구 금암동,전북특별자치도 전주시 덕진구 금암2길 7-3,n,전주한옥마을 나성하우스.jpg,35.8408078,127.1348848
전주 다나하루 게스트하우스펜션,펜션,4.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 11,n,전주 다나하루 게스트하우스펜션.jpg,35.8117938,127.1502447
전주 해솔한옥펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 충경로 124-3,n,전주 해솔한옥펜션.jpg,35.8201067,127.1523767
전주 모헌한옥펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 108,n,전주 모헌한옥펜션.jpg,35.8155112,127.1539108
전주 귀거래사한옥펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 97-30,n,전주 귀거래사한옥펜션.jpg,35.8123719,127.1552152
전주 정담전통한옥펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 최명희길 21-4,n,전주 정담전통한옥펜션.jpg,35.8158966,127.1520738
전주 한옥마을 여별,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 팔달로 94-6,n,전주 한옥마을 여별.jpg,35.8114667,127.1501312
전주 한옥마을 그림 게스트하우스,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 149-13,n,전주 한옥마을 그림 게스트하우스.jpg,35.8127906,127.157785
전주 행복헌한옥독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 83-20,n,전주 행복헌한옥독채펜션.jpg,35.8126256,127.1535845
전주 색동저고리 펜션,펜션,0.0,2,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 64-10,n,전주 색동저고리 펜션.jpg,35.8114368,127.1538119
전주 민트 게스트하우스,펜션,0.0,1,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 서학로 27-2,n,전주 민트 게스트하우스.jpg,35.8097532,127.152682
전주 관광호텔 꽃심,모텔/호텔,4.9,378,전주경기전 도보 5분,전북특별자치도 전주시 완산구 팔달로 171,n,전주 관광호텔 꽃심.jpg,35.8177688,127.1467722
전주 그여자네집 독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 101,n,전주 그여자네집 독채펜션.jpg,35.8120761,127.1551061
전주 한옥마을숙박모란펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 75-6,n,전주 한옥마을숙박모란펜션.jpg,35.8125172,127.152103
전주 한옥마을한옥그곳펜션,펜션,0.0,0,전주시 완산구 노송동,전북특별자치도 전주시 완산구 관선1길 25-3,n,전주 한옥마을한옥그곳펜션.jpg,35.8196752,127.1553719
전주 짬,모텔/호텔,3.9,522,신규 리모델링산정동 짬,전북특별자치도 전주시 덕진구 동부대로 523,n,전주 짬.jpg,35.8378407,127.1706246
전주 한옥마루 게스트하우스,펜션,0.0,6,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 한지길 103,n,전주 한옥마루 게스트하우스.jpg,35.8157439,127.1541038
전주 한옥마을지우당한옥독채펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 오목대길 45-9,n,전주 한옥마을지우당한옥독채펜션.jpg,35.8128773,127.1540552
전주 한옥만화정한식밥상펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 149-14,n,전주 한옥만화정한식밥상펜션.jpg,35.8128093,127.1580169
전주 한옥마을 한옥미담,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 동문길 54-41,n,전주 한옥마을 한옥미담.jpg,35.8193126,127.1505815
전주 한옥 사계,펜션,0.0,0,전주시 완산구 서서학동,전북특별자치도 전주시 완산구 서학3길 27-4,n,전주 한옥 사계.jpg,35.8066921,127.1512252
전주 한옥마을 경복궁,게스트하우스,0.0,1,전주 한옥마을 내에 있습니다,전북특별자치도 전주시 완산구 은행로 74-11,n,전주 한옥마을 경복궁.jpg,35.8133202,127.1521818
전주 금농헌 한옥독채펜션,펜션,0.0,0,전주시 완산구 노송동,전북특별자치도 전주시 완산구 관선5길 32-3,n,전주 금농헌 한옥독채펜션.jpg,35.8203318,127.1574525
전주 한옥마을타샤의정원독채펜션,펜션,0.0,0,전주시 완산구 동서학동,전북특별자치도 전주시 완산구 황학2길 4,n,전주 한옥마을타샤의정원독채펜션.jpg,35.8077684,127.1578275
전주 한옥마을 성심,펜션,0.0,1,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 30-3,n,전주 한옥마을 성심.jpg,35.8171412,127.1519255
전주 산야초 한옥스테이,게스트하우스,0.0,1,한옥마을 중심경기전 돌담길 동문 인근,전북특별자치도 전주시 완산구 경기전길 57-15,n,전주 산야초 한옥스테이.jpg,35.8168807,127.1513367
전주 우아동 모로코,모텔/호텔,0.0,4,눌러서 우아동 모나코 위치보기,전북특별자치도 전주시 덕진구 도당산로 65-5,n,전주 우아동 모로코.jpg,35.8472554,127.1571162
전주 교동94 한옥스테이,게스트하우스,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 은행로 84-8,n,전주 교동94 한옥스테이.jpg,35.8126127,127.1524823
전주 진북동 도당하우스,모텔/호텔,0.0,0,전주교육문화회관 도보 5분위치보기,전북특별자치도 전주시 덕진구 팔달로 340-17,n,전주 진북동 도당하우스.jpg,35.8316826,127.1388143
전주 해피니스온 자쿠지 독채 펜션,펜션,0.0,0,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 전주천동로 64-6,n,전주 해피니스온 자쿠지 독채 펜션.jpg,35.8113246,127.1535563
전주한옥마을 독채 재우성,게스트하우스,0.0,0,전주 한옥마을 제3공영 주차장 동측,전북특별자치도 전주시 완산구 간납대2길 16,n,전주한옥마을 독채 재우성.jpg,35.816735,127.1579382
전주 시인과짜몽 게스트하우스,펜션,0.0,0,전주시 완산구 서서학동,전북특별자치도 전주시 완산구 서학3길 15-1,n,전주 시인과짜몽 게스트하우스.jpg,35.8060627,127.1514403
전주 한옥 독채 꽃마르트,게스트하우스,0.0,2,전주시 완산구 완산동,전북특별자치도 전주시 완산구 곤지산3길 14-27,n,전주 한옥 독채 꽃마르트.jpg,35.8077992,127.1460101
전주 이목대 게스트하우스,게스트하우스,0.0,0,오목대 건너편 이목대 뒷집,전북특별자치도 전주시 완산구 자만동2길 15-3,n,전주 이목대 게스트하우스.jpg,35.8143974,127.1562357
전주한옥마을 독채 덕수궁,게스트하우스,0.0,1,전주 한옥마을 내,전북특별자치도 전주시 완산구 최명희길 26-40,n,전주한옥마을 독채 덕수궁.jpg,35.8167446,127.1516257
전주 톡 게스트하우스,게스트하우스,0.0,8,전주한옥마을 도보 5분 객리단길 5분,전북특별자치도 전주시 완산구 풍남문4길 25-7,n,전주 톡 게스트하우스.jpg,35.8143986,127.1451503
전주 부경당 한옥스테이,게스트하우스,0.0,3,전주 한옥마을 내 위치,전북특별자치도 전주시 완산구 한지길 99-5,n,전주 부경당 한옥스테이.jpg,35.8160105,127.1542071
전주 자요 게스트하우스,게스트하우스,0.0,3,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 현무3길 10-1,n,전주 자요 게스트하우스.jpg,35.8205405,127.1517694
전주 산정동 큐피트,모텔/호텔,0.0,23,전주역까지 차로 5분위치보기,전북특별자치도 전주시 덕진구 산정3길 19-1,n,전주 산정동 큐피트.jpg,35.8380419,127.1695074
전주 앤 게스트하우스,게스트하우스,0.0,2,전주시 완산구 서서학동,전북특별자치도 전주시 완산구 서학3길 83,n,전주 앤 게스트하우스.jpg,35.8091128,127.1516141
전주 한옥체험 모꼬지,게스트하우스,0.0,0,향교,전북특별자치도 전주시 완산구 향교길 124-6,n,전주 한옥체험 모꼬지.jpg,35.8118211,127.156213
전주 한옥마을 혜윰,게스트하우스,0.0,15,전주시 완산구 풍남동,전북특별자치도 전주시 완산구 향교길 42-5,n,전주 한옥마을 혜윰.jpg,35.8114823,127.1520065
전주 한옥마을 뜨레가,게스트하우스,0.0,0,한옥마을 남천교 도보 1분,전북특별자치도 전주시 완산구 전주천동로 58-10,n,전주 한옥마을 뜨레가.jpg,35.8116319,127.1544078
전주 그네 한옥스테이,게스트하우스,0.0,10,남천교 도보 2분,전북특별자치도 전주시 완산구 전주천동로 44,n,전주 그네 한옥스테이.jpg,35.8114948,127.155893
전주 우아동 올렛,모텔/호텔,0.0,27,전주역,전북특별자치도 전주시 덕진구 도당산4길 40,n,전주 우아동 올렛.jpg,35.8469762,127.1570564
전주 금암동 아리랑 호텔,모텔/호텔,0.0,40,전주고속버스터미널 인근 위치,전북특별자치도 전주시 덕진구 용산2길 17-6,n,전주 금암동 아리랑 호텔.jpg,35.8357722,127.1324455
전주 우아동 호텔 야,모텔/호텔,0.0,1728,전주오픈 추천숙소,전북특별자치도 전주시 덕진구 아중4길 14,n,전주 우아동 호텔 야.jpg,35.8306411,127.173937
전주 고사동 게스트하우스,게스트하우스,0.0,2,영화의 거리,전북특별자치도 전주시 완산구 전주객사4길 87-34,n,전주 고사동 게스트하우스.jpg,35.8214661,127.1416267
